time	Total Usage
1.38E+09	3508.3
1.38E+09	3519.1
1.38E+09	3513.1
1.38E+09	3518.4
1.38E+09	3525.6
1.38E+09	3525.4
1.38E+09	3513
1.38E+09	3512.2
1.38E+09	3505.9
1.38E+09	3505.6
1.38E+09	3510.6
1.38E+09	3512.3
1.38E+09	3513.1
1.38E+09	3512.2
1.38E+09	3523.1
1.38E+09	3518.1
1.38E+09	3512.3
1.38E+09	3509.4
1.38E+09	3507
1.38E+09	3511.9
1.38E+09	3511.2
1.38E+09	3517.2
1.38E+09	3515.3
1.38E+09	3514.9
1.38E+09	3523.7
1.38E+09	3519.3
1.38E+09	3518.1
1.38E+09	3513.2
1.38E+09	3516.8
1.38E+09	3512.8
1.38E+09	3516.8
1.38E+09	3520.3
1.38E+09	3513.6
1.38E+09	3502.6
1.38E+09	3509.2
1.38E+09	3517.9
1.38E+09	3526
1.38E+09	3515.4
1.38E+09	3507.6
1.38E+09	3509.7
1.38E+09	3512.7
1.38E+09	3520.9
1.38E+09	3519.3
1.38E+09	3512.8
1.38E+09	3512.3
1.38E+09	3509
1.38E+09	3511.7
1.38E+09	3505.8
1.38E+09	3507.4
1.38E+09	3508.7
1.38E+09	3507.2
1.38E+09	6668.6
1.38E+09	10323
1.38E+09	3507.5
1.38E+09	3512.1
1.38E+09	3510.3
1.38E+09	3515.1
1.38E+09	3511.4
1.38E+09	3508.8
1.38E+09	3506.3
1.38E+09	3503.3
1.38E+09	3505.6
1.38E+09	3509.3
1.38E+09	3504.2
1.38E+09	3501.9
1.38E+09	3509.8
1.38E+09	3509.8
1.38E+09	3501.8
1.38E+09	3504.4
1.38E+09	3500.8
1.38E+09	3505
1.38E+09	3506
1.38E+09	3503
1.38E+09	3505.9
1.38E+09	3508.9
1.38E+09	3509.5
1.38E+09	3507.3
1.38E+09	3515.6
1.38E+09	3507.6
1.38E+09	3506.9
1.38E+09	3501.9
1.38E+09	3507.4
1.38E+09	3503.7
1.38E+09	3503.3
1.38E+09	3505.2
1.38E+09	3502.2
1.38E+09	3502.7
1.38E+09	3502.5
1.38E+09	3508.2
1.38E+09	3501.1
1.38E+09	3503.1
1.38E+09	3506.4
1.38E+09	3509.8
1.38E+09	3509.7
1.38E+09	3503.6
1.38E+09	3505.2
1.38E+09	3509.3
1.38E+09	3506.2
1.38E+09	3517
1.38E+09	3508.6
1.38E+09	3501
1.38E+09	3507.1
1.38E+09	3505.6
1.38E+09	3508.4
1.38E+09	3507.1
1.38E+09	3508.8
1.38E+09	3504.8
1.38E+09	3510.6
1.38E+09	3507.9
1.38E+09	3503.8
1.38E+09	3510.2
1.38E+09	3508.4
1.38E+09	3502.4
1.38E+09	3500.7
1.38E+09	3508.5
1.38E+09	3514
1.38E+09	3507.9
1.38E+09	3503.5
1.38E+09	3498.3
1.38E+09	3515.9
1.38E+09	3504.7
1.38E+09	3506.5
1.38E+09	3500.6
1.38E+09	3510.8
1.38E+09	3500.5
1.38E+09	3506
1.38E+09	3501.4
1.38E+09	3507.9
1.38E+09	3499
1.38E+09	3502.7
1.38E+09	3505.4
1.38E+09	3502.4
1.38E+09	3504.6
1.38E+09	3496.4
1.38E+09	3505.7
1.38E+09	3498.7
1.38E+09	3504.9
1.38E+09	3497.9
1.38E+09	3507
1.38E+09	3504.3
1.38E+09	3515
1.38E+09	3496.2
1.38E+09	3508.2
1.38E+09	3500.4
1.38E+09	3505
1.38E+09	3509.4
1.38E+09	3500
1.38E+09	3501.6
1.38E+09	3499.6
1.38E+09	3506.3
1.38E+09	3496.6
1.38E+09	3506
1.38E+09	3504.4
1.38E+09	3518.5
1.38E+09	3504.2
1.38E+09	3503.4
1.38E+09	3503
1.38E+09	3499.4
1.38E+09	3497.5
1.38E+09	3499.8
1.38E+09	3501.4
1.38E+09	3511.6
1.38E+09	3512.1
1.38E+09	3504.1
1.38E+09	3502.2
1.38E+09	3493.1
1.38E+09	3496.5
1.38E+09	3500.8
1.38E+09	3499.8
1.38E+09	3498.5
1.38E+09	3496
1.38E+09	3502.2
1.38E+09	3501.6
1.38E+09	3501.7
1.38E+09	3497.8
1.38E+09	3501.8
1.38E+09	3501.5
1.38E+09	13458
1.38E+09	3508.8
1.38E+09	3509.6
1.38E+09	3504.7
1.38E+09	3509.7
1.38E+09	3521
1.38E+09	3514
1.38E+09	3512.6
1.38E+09	3508.7
1.38E+09	3506.8
1.38E+09	3501.9
1.38E+09	3504.3
1.38E+09	3509.2
1.38E+09	3516
1.38E+09	3508
1.38E+09	3510.8
1.38E+09	3508
1.38E+09	3509.1
1.38E+09	3511.2
1.38E+09	3507.8
1.38E+09	3508.5
1.38E+09	3498.5
1.38E+09	3514.6
1.38E+09	3501.9
1.38E+09	3501.9
1.38E+09	3521
1.38E+09	3523.4
1.38E+09	3511.6
1.38E+09	3511.4
1.38E+09	3513.8
1.38E+09	3505
1.38E+09	3496
1.38E+09	3505.8
1.38E+09	3506.2
1.38E+09	3505.6
1.38E+09	3500.7
1.38E+09	3508.3
1.38E+09	3503.4
1.38E+09	3512
1.38E+09	3516.1
1.38E+09	3498.7
1.38E+09	3503.9
1.38E+09	3495.4
1.38E+09	3501.4
1.38E+09	3499.4
1.38E+09	3508
1.38E+09	3512.1
1.38E+09	3392.9
1.38E+09	3287.8
1.38E+09	3284.7
1.38E+09	3297
1.38E+09	3274.6
1.38E+09	3283.1
1.38E+09	3283.2
1.38E+09	3278.4
1.38E+09	3277.9
1.38E+09	3278.6
1.38E+09	3278.3
1.38E+09	3277.1
1.38E+09	3279.4
1.38E+09	3277.1
1.38E+09	3274.1
1.38E+09	3270.8
1.38E+09	3277.7
1.38E+09	3271.8
1.38E+09	3275.2
1.38E+09	3278.4
1.38E+09	3279.3
1.38E+09	3279.3
1.38E+09	3269.5
1.38E+09	3271
1.38E+09	3267.5
1.38E+09	3270.9
1.38E+09	3269.1
1.38E+09	3268.5
1.38E+09	3279.6
1.38E+09	3273
1.38E+09	3271.8
1.38E+09	3271.7
1.38E+09	3274.9
1.38E+09	3271.2
1.38E+09	3273.9
1.38E+09	3275.8
1.38E+09	3266.6
1.38E+09	3270.2
1.38E+09	3273.8
1.38E+09	3269.8
1.38E+09	3267.1
1.38E+09	3278
1.38E+09	3275.7
1.38E+09	3269.4
1.38E+09	3264.8
1.38E+09	3265.4
1.38E+09	3269.2
1.38E+09	3271.5
1.38E+09	3268.2
1.38E+09	3265.3
1.38E+09	3272.6
1.38E+09	3267.7
1.38E+09	3269.5
1.38E+09	3266.7
1.38E+09	3269.9
1.38E+09	3271
1.38E+09	3264.5
1.38E+09	3272.2
1.38E+09	3272.5
1.38E+09	3273.8
1.38E+09	3268
1.38E+09	3267.6
1.38E+09	3277.5
1.38E+09	3288.4
1.38E+09	3275
1.38E+09	3273.3
1.38E+09	3271.3
1.38E+09	3269.6
1.38E+09	3270.2
1.38E+09	3264.7
1.38E+09	3270.4
1.38E+09	3267.7
1.38E+09	3272.4
1.38E+09	3269.8
1.38E+09	3266.1
1.38E+09	3265.5
1.38E+09	3267.4
1.38E+09	3273.2
1.38E+09	3271.8
1.38E+09	3273.1
1.38E+09	3267.2
1.38E+09	3274.2
1.38E+09	11904
1.38E+09	4617.5
1.38E+09	3292.2
1.38E+09	3290.9
1.38E+09	3267.6
1.38E+09	3271
1.38E+09	3269.4
1.38E+09	3267.8
1.38E+09	3272.8
1.38E+09	3271.1
1.38E+09	3273
1.38E+09	3266
1.38E+09	3270.5
1.38E+09	3272.9
1.38E+09	3272.5
1.38E+09	3268.7
1.38E+09	3267.7
1.38E+09	3266.8
1.38E+09	3265.2
1.38E+09	3283.2
1.38E+09	3272.2
1.38E+09	3271.6
1.38E+09	3280.9
1.38E+09	3274.4
1.38E+09	3265.3
1.38E+09	3269
1.38E+09	3269
1.38E+09	3271.7
1.38E+09	3266.2
1.38E+09	3264.1
1.38E+09	3269.3
1.38E+09	3263.5
1.38E+09	3265.9
1.38E+09	3261.7
1.38E+09	3265
1.38E+09	3263.9
1.38E+09	3268
1.38E+09	3269.1
1.38E+09	3267.8
1.38E+09	3267.2
1.38E+09	3268.5
1.38E+09	3268.4
1.38E+09	3264.1
1.38E+09	3285.7
1.38E+09	3274.4
1.38E+09	3272.2
1.38E+09	3267.1
1.38E+09	3266.7
1.38E+09	3275.1
1.38E+09	3264.2
1.38E+09	3269.2
1.38E+09	3265.8
1.38E+09	3265.5
1.38E+09	3264.4
1.38E+09	3262.3
1.38E+09	3262.9
1.38E+09	3260.1
1.38E+09	3264.8
1.38E+09	3260.7
1.38E+09	3265.7
1.38E+09	3260.4
1.38E+09	3266.9
1.38E+09	3262.2
1.38E+09	3266
1.38E+09	3275.3
1.38E+09	3267.6
1.38E+09	3266.6
1.38E+09	3267.8
1.38E+09	3263.9
1.38E+09	3258.1
1.38E+09	3356.3
1.38E+09	3735.4
1.38E+09	3733
1.38E+09	3731.4
1.38E+09	3738.4
1.38E+09	3733.4
1.38E+09	3736.6
1.38E+09	3733.8
1.38E+09	3735.7
1.38E+09	3734.3
1.38E+09	3734.8
1.38E+09	3735.6
1.38E+09	3738.8
1.38E+09	3742.2
1.38E+09	3738.6
1.38E+09	3751.4
1.38E+09	3733.9
1.38E+09	3735.6
1.38E+09	3735.9
1.38E+09	3737.5
1.38E+09	3735
1.38E+09	3739.5
1.38E+09	3733.5
1.38E+09	3740.9
1.38E+09	3740.5
1.38E+09	3732.3
1.38E+09	3737.2
1.38E+09	3741.8
1.38E+09	3747.5
1.38E+09	3763.3
1.38E+09	3773.1
1.38E+09	3768.6
1.38E+09	3754.1
1.38E+09	3748.8
1.38E+09	3744
1.38E+09	3757.3
1.38E+09	3765
1.38E+09	3742.8
1.38E+09	3739.4
1.38E+09	3749.2
1.38E+09	3758.1
1.38E+09	3757.9
1.38E+09	3757.4
1.38E+09	3754.8
1.38E+09	3750.2
1.38E+09	3747
1.38E+09	3738.5
1.38E+09	3747.5
1.38E+09	3742.7
1.38E+09	3746.6
1.38E+09	3742.2
1.38E+09	3746.9
1.38E+09	3733.8
1.38E+09	3737.9
1.38E+09	3740.2
1.38E+09	3745.6
1.38E+09	3750
1.38E+09	3745.8
1.38E+09	3740.2
1.38E+09	3729.6
1.38E+09	3740
1.38E+09	3734.6
1.38E+09	3742
1.38E+09	3736.2
1.38E+09	7718.7
1.38E+09	9489.3
1.38E+09	3744
1.38E+09	3746.7
1.38E+09	3757.2
1.38E+09	3740.5
1.38E+09	3744.3
1.38E+09	3741.8
1.38E+09	3729.6
1.38E+09	3734.6
1.38E+09	3737.1
1.38E+09	3737.9
1.38E+09	3743.1
1.38E+09	3744
1.38E+09	3763.4
1.38E+09	3736.3
1.38E+09	3735.1
1.38E+09	3730.9
1.38E+09	3732.2
1.38E+09	3728.8
1.38E+09	3729.1
1.38E+09	3730.8
1.38E+09	3734.3
1.38E+09	3735
1.38E+09	3733.3
1.38E+09	3741.9
1.38E+09	3737.2
1.38E+09	3737.2
1.38E+09	3731.1
1.38E+09	3740
1.38E+09	3736.3
1.38E+09	3738.7
1.38E+09	3761.1
1.38E+09	3808.4
1.38E+09	3821.9
1.38E+09	3813.3
1.38E+09	3798.8
1.38E+09	3800.6
1.38E+09	3761.6
1.38E+09	3734.2
1.38E+09	3735.7
1.38E+09	3737.9
1.38E+09	3734.3
1.38E+09	3734.6
1.38E+09	3740.3
1.38E+09	3737.1
1.38E+09	3738.2
1.38E+09	3733.5
1.38E+09	3737.5
1.38E+09	3740.9
1.38E+09	3733
1.38E+09	3742.3
1.38E+09	3748.8
1.38E+09	3747.8
1.38E+09	3750.2
1.38E+09	3754.6
1.38E+09	3749
1.38E+09	3740.7
1.38E+09	3738.9
1.38E+09	3738.6
1.38E+09	3747.2
1.38E+09	3739.9
1.38E+09	3746.6
1.38E+09	3734.7
1.38E+09	3744.9
1.38E+09	3744.6
1.38E+09	3747.5
1.38E+09	3745.7
1.38E+09	3743.7
1.38E+09	3748.8
1.38E+09	3742.2
1.38E+09	3737.9
1.38E+09	3734.8
1.38E+09	3740.3
1.38E+09	3736
1.38E+09	3745
1.38E+09	3744.2
1.38E+09	3743.5
1.38E+09	3736.9
1.38E+09	3740.7
1.38E+09	3738.2
1.38E+09	3736.7
1.38E+09	3742.3
1.38E+09	3742.7
1.38E+09	3748.9
1.38E+09	3739.1
1.38E+09	3744
1.38E+09	3747.7
1.38E+09	3742.4
1.38E+09	3736.1
1.38E+09	3735.7
1.38E+09	3737.3
1.38E+09	3735.3
1.38E+09	3736.8
1.38E+09	3735.4
1.38E+09	3740.7
1.38E+09	3734
1.38E+09	3757
1.38E+09	3744
1.38E+09	3738
1.38E+09	3734.9
1.38E+09	3735.9
1.38E+09	3734.1
1.38E+09	3735.6
1.38E+09	3734.2
1.38E+09	3735.3
1.38E+09	3733.8
1.38E+09	3733.3
1.38E+09	3735.7
1.38E+09	3736.1
1.38E+09	3731
1.38E+09	3735.8
1.38E+09	3738.4
1.38E+09	3737.6
1.38E+09	3735.2
1.38E+09	3734.4
1.38E+09	3731.2
1.38E+09	3736.5
1.38E+09	3750.3
1.38E+09	3737.5
1.38E+09	3733.7
1.38E+09	3733.2
1.38E+09	3734.5
1.38E+09	3729.7
1.38E+09	3733.3
1.38E+09	3725.4
1.38E+09	3731.7
1.38E+09	3732.4
1.38E+09	3737.1
1.38E+09	3733.2
1.38E+09	3732.7
1.38E+09	3735
1.38E+09	3734.8
1.38E+09	3738.4
1.38E+09	3736.2
1.38E+09	13471
1.38E+09	3739.7
1.38E+09	3735.6
1.38E+09	3737.2
1.38E+09	3745.7
1.38E+09	3735.1
1.38E+09	3737.5
1.38E+09	3730.5
1.38E+09	3727.6
1.38E+09	3733.5
1.38E+09	3731.5
1.38E+09	3730.8
1.38E+09	3737
1.38E+09	3731.9
1.38E+09	3737.7
1.38E+09	3736.8
1.38E+09	3737.4
1.38E+09	3735.4
1.38E+09	3741.4
1.38E+09	3739.6
1.38E+09	3738.2
1.38E+09	3735.8
1.38E+09	3735.8
1.38E+09	3734.1
1.38E+09	3728
1.38E+09	3746.9
1.38E+09	3733.4
1.38E+09	3728.8
1.38E+09	3731.2
1.38E+09	3733.6
1.38E+09	3733.9
1.38E+09	3731
1.38E+09	3729.4
1.38E+09	3727.6
1.38E+09	3725.6
1.38E+09	3721.1
1.38E+09	3720.5
1.38E+09	3727.1
1.38E+09	3727.3
1.38E+09	3726.1
1.38E+09	3724.1
1.38E+09	3732.6
1.38E+09	3725.3
1.38E+09	3723
1.38E+09	3721.8
1.38E+09	3729
1.38E+09	3738.8
1.38E+09	3718.2
1.38E+09	3723.2
1.38E+09	3727.3
1.38E+09	3728.8
1.38E+09	3726.7
1.38E+09	3729.4
1.38E+09	3727.5
1.38E+09	3730.5
1.38E+09	3728.4
1.38E+09	3727.3
1.38E+09	3731.7
1.38E+09	3728.5
1.38E+09	3730.7
1.38E+09	3725.6
1.38E+09	3724.2
1.38E+09	3723.2
1.38E+09	3725.4
1.38E+09	3727.2
1.38E+09	3726.9
1.38E+09	3730.5
1.38E+09	3740.5
1.38E+09	3732.2
1.38E+09	3719.1
1.38E+09	3722
1.38E+09	3720.6
1.38E+09	3714.7
1.38E+09	3721.4
1.38E+09	3733
1.38E+09	3720.6
1.38E+09	3722.3
1.38E+09	3711.9
1.38E+09	3714
1.38E+09	3707.1
1.38E+09	3711.8
1.38E+09	3703.7
1.38E+09	3702.7
1.38E+09	3709.3
1.38E+09	3706
1.38E+09	3700.2
1.38E+09	3709.5
1.38E+09	3710.2
1.38E+09	3719.8
1.38E+09	3711.3
1.38E+09	3709
1.38E+09	3709.8
1.38E+09	3708
1.38E+09	3705.1
1.38E+09	3697.1
1.38E+09	3708.1
1.38E+09	3699.1
1.38E+09	3696
1.38E+09	3703
1.38E+09	3702.3
1.38E+09	3700.8
1.38E+09	3284.6
1.38E+09	3233.8
1.38E+09	3234.1
1.38E+09	3235.9
1.38E+09	3232.8
1.38E+09	3229
1.38E+09	3235.5
1.38E+09	3240.3
1.38E+09	3242.2
1.38E+09	3234.7
1.38E+09	3243.9
1.38E+09	3261.1
1.38E+09	3267.6
1.38E+09	3265
1.38E+09	3272
1.38E+09	3272.1
1.38E+09	3270.3
1.38E+09	3270.9
1.38E+09	7929.5
1.38E+09	8493.8
1.38E+09	3267.5
1.38E+09	3263.2
1.38E+09	3257.5
1.38E+09	3264.1
1.38E+09	3273.5
1.38E+09	3267.7
1.38E+09	3268.5
1.38E+09	3270.9
1.38E+09	3279.5
1.38E+09	3266
1.38E+09	3264
1.38E+09	3265.7
1.38E+09	3266.4
1.38E+09	3270.9
1.38E+09	3267.1
1.38E+09	3266.6
1.38E+09	3268.9
1.38E+09	3265.7
1.38E+09	3265.9
1.38E+09	3272.3
1.38E+09	3285.7
1.38E+09	3294.4
1.38E+09	3290.6
1.38E+09	3284.5
1.38E+09	3283
1.38E+09	3284.5
1.38E+09	3282.4
1.38E+09	3290.8
1.38E+09	3302
1.38E+09	3298.2
1.38E+09	3287.2
1.38E+09	3283.2
1.38E+09	3285.5
1.38E+09	3292.6
1.38E+09	3293.3
1.38E+09	3283.3
1.38E+09	3286.3
1.38E+09	3285.3
1.38E+09	3279.2
1.38E+09	3288.6
1.38E+09	4177.6
1.38E+09	4177.9
1.38E+09	4121.5
1.38E+09	4121.9
1.38E+09	4122.4
1.38E+09	4114.4
1.38E+09	4113.7
1.38E+09	4115.3
1.38E+09	4117.6
1.38E+09	4125
1.38E+09	4116
1.38E+09	4113.1
1.38E+09	4112.4
1.38E+09	4109.8
1.38E+09	4108.7
1.38E+09	4110.8
1.38E+09	4103.6
1.38E+09	4103.5
1.38E+09	4095.9
1.38E+09	4098.4
1.38E+09	4086
1.38E+09	4076.2
1.38E+09	4053.2
1.38E+09	4044.1
1.38E+09	4034.9
1.38E+09	4029.6
1.38E+09	4033.4
1.38E+09	4014.9
1.38E+09	4011.6
1.38E+09	4013.7
1.38E+09	3922.4
1.38E+09	3291.3
1.38E+09	3287.4
1.38E+09	3284.6
1.38E+09	3285.9
1.38E+09	3287.6
1.38E+09	3283.5
1.38E+09	3283.2
1.38E+09	3286
1.38E+09	3288.4
1.38E+09	3284.2
1.38E+09	3287.2
1.38E+09	3284.7
1.38E+09	3289.3
1.38E+09	3297.6
1.38E+09	3297.1
1.38E+09	3286.5
1.38E+09	3288.6
1.38E+09	3285.8
1.38E+09	3287.5
1.38E+09	3282.8
1.38E+09	3292.8
1.38E+09	3285.8
1.38E+09	3285.2
1.38E+09	3284.8
1.38E+09	3288.7
1.38E+09	3292.3
1.38E+09	3288.7
1.38E+09	3283.5
1.38E+09	3290.4
1.38E+09	3290.4
1.38E+09	3291.8
1.38E+09	3290.9
1.38E+09	3284
1.38E+09	3276.9
1.38E+09	3280.8
1.38E+09	3278.7
1.38E+09	3281.7
1.38E+09	3282.9
1.38E+09	3281.2
1.38E+09	3280.4
1.38E+09	3281.4
1.38E+09	3308
1.38E+09	3301.8
1.38E+09	3301.7
1.38E+09	3290.6
1.38E+09	3288.9
1.38E+09	3286.6
1.38E+09	3280.8
1.38E+09	3290.1
1.38E+09	3296.3
1.38E+09	3404.1
1.38E+09	3535.4
1.38E+09	3529.9
1.38E+09	3542.4
1.38E+09	3543.9
1.38E+09	3537.8
1.38E+09	3537.6
1.38E+09	3534
1.38E+09	3543.8
1.38E+09	3505.6
1.38E+09	3497.9
1.38E+09	3496.2
1.38E+09	3532.7
1.38E+09	3520.4
1.38E+09	3500.1
1.38E+09	3475.3
1.38E+09	3412.2
1.38E+09	3400.8
1.38E+09	3412.3
1.38E+09	4295
1.38E+09	12877
1.38E+09	3386.8
1.38E+09	3388.5
1.38E+09	3393.8
1.38E+09	3399.6
1.38E+09	3392.2
1.38E+09	3393
1.38E+09	3389.8
1.38E+09	3390.7
1.38E+09	3391.4
1.38E+09	3385.6
1.38E+09	3386.6
1.38E+09	3391.7
1.38E+09	3400.6
1.38E+09	3387.4
1.38E+09	3396.8
1.38E+09	3376.8
1.38E+09	3378.3
1.38E+09	3377.5
1.38E+09	3375.2
1.38E+09	3377.2
1.38E+09	3379
1.38E+09	3375.7
1.38E+09	3382.6
1.38E+09	3389.2
1.38E+09	3383.6
1.38E+09	3391.1
1.38E+09	3387.5
1.38E+09	3390.9
1.38E+09	3375.2
1.38E+09	3375.7
1.38E+09	3376
1.38E+09	3376.5
1.38E+09	3383.6
1.38E+09	3390.6
1.38E+09	3387.8
1.38E+09	3390.5
1.38E+09	3387.2
1.38E+09	3356.3
1.38E+09	3357.9
1.38E+09	3347.4
1.38E+09	3350.7
1.38E+09	3352.8
1.38E+09	3351.4
1.38E+09	3351.8
1.38E+09	3370.1
1.38E+09	3371.9
1.38E+09	3374
1.38E+09	3378
1.38E+09	3363
1.38E+09	3358.8
1.38E+09	3356.2
1.38E+09	3350.8
1.38E+09	3351.2
1.38E+09	3361.7
1.38E+09	3364.2
1.38E+09	3356.8
1.38E+09	3368.8
1.38E+09	3368
1.38E+09	3373.2
1.38E+09	3373.6
1.38E+09	3379.1
1.38E+09	3384.1
1.38E+09	3382.9
1.38E+09	3386.7
1.38E+09	3382.7
1.38E+09	3384.7
1.38E+09	3379.6
1.38E+09	3382.9
1.38E+09	3391.4
1.38E+09	3388.8
1.38E+09	3401.1
1.38E+09	3397.8
1.38E+09	3378.4
1.38E+09	3375.9
1.38E+09	3389.2
1.38E+09	3389.1
1.38E+09	3379.5
1.38E+09	3388.7
1.38E+09	3384.4
1.38E+09	3395.1
1.38E+09	3388.1
1.38E+09	3384.4
1.38E+09	3386
1.38E+09	3386.7
1.38E+09	3384.5
1.38E+09	3382.8
1.38E+09	3381
1.38E+09	3374.3
1.38E+09	3377.1
1.38E+09	3377.3
1.38E+09	3379.8
1.38E+09	3386.8
1.38E+09	3379.9
1.38E+09	3380.6
1.38E+09	3373.9
1.38E+09	3385.2
1.38E+09	3395.4
1.38E+09	3380.5
1.38E+09	3379.6
1.38E+09	3378.6
1.38E+09	3377
1.38E+09	3386.8
1.38E+09	3382.9
1.38E+09	3386.7
1.38E+09	3375.2
1.38E+09	3374.4
1.38E+09	3371
1.38E+09	3373.4
1.38E+09	3385.1
1.38E+09	3377.6
1.38E+09	3369.2
1.38E+09	3372.9
1.38E+09	3375.2
1.38E+09	3382.9
1.38E+09	3377.5
1.38E+09	3376.5
1.38E+09	3390.6
1.38E+09	3378.5
1.38E+09	3369.4
1.38E+09	3368.7
1.38E+09	3376.1
1.38E+09	3372
1.38E+09	3371.3
1.38E+09	3365.7
1.38E+09	3369.2
1.38E+09	3371
1.38E+09	3374.2
1.38E+09	3378.1
1.38E+09	3376.5
1.38E+09	3366.6
1.38E+09	3365.5
1.38E+09	7250.7
1.38E+09	9559.2
1.38E+09	3374.8
1.38E+09	3376.9
1.38E+09	3368.1
1.38E+09	3369.6
1.38E+09	3376.8
1.38E+09	3377.1
1.38E+09	3371.4
1.38E+09	3372.1
1.38E+09	3377.4
1.38E+09	3371.9
1.38E+09	3373.2
1.38E+09	3374.7
1.38E+09	3367.5
1.38E+09	3370.6
1.38E+09	3371.7
1.38E+09	3379.1
1.38E+09	3376.2
1.38E+09	3374.3
1.38E+09	3367.4
1.38E+09	3377
1.38E+09	3377.3
1.38E+09	3378.2
1.38E+09	3381.3
1.38E+09	3383.2
1.38E+09	3381.2
1.38E+09	3386.9
1.38E+09	3377.5
1.38E+09	3371
1.38E+09	3373.6
1.38E+09	3375.4
1.38E+09	3373.9
1.38E+09	3373.7
1.38E+09	3377.5
1.38E+09	4345.8
1.38E+09	3539.8
1.38E+09	3520.6
1.38E+09	3521.8
1.38E+09	3518.4
1.38E+09	3512.7
1.38E+09	3513.6
1.38E+09	3513.3
1.38E+09	3512.1
1.38E+09	3516.1
1.38E+09	3506.9
1.38E+09	3507
1.38E+09	3502
1.38E+09	3513.5
1.38E+09	3499.6
1.38E+09	3499.3
1.38E+09	3495.4
1.38E+09	3500.3
1.38E+09	3494.6
1.38E+09	3500.1
1.38E+09	3496
1.38E+09	3500.8
1.38E+09	3499.9
1.38E+09	3501.5
1.38E+09	3496.2
1.38E+09	3502.2
1.38E+09	3496.7
1.38E+09	3499.1
1.38E+09	3497.9
1.38E+09	3496.4
1.38E+09	3498.4
1.38E+09	3500.8
1.38E+09	3503.3
1.38E+09	3501.5
1.38E+09	3516.8
1.38E+09	3493.9
1.38E+09	3496.6
1.38E+09	3493.1
1.38E+09	3494.9
1.38E+09	3496.1
1.38E+09	3509.1
1.38E+09	3499
1.38E+09	3495.5
1.38E+09	3497
1.38E+09	3489.5
1.38E+09	3488.1
1.38E+09	3490.4
1.38E+09	3487.7
1.38E+09	3486.5
1.38E+09	3486.8
1.38E+09	3489.8
1.38E+09	3491.6
1.38E+09	3488
1.38E+09	3481.3
1.38E+09	3476.7
1.38E+09	3491.2
1.38E+09	3480
1.38E+09	3479.5
1.38E+09	3476.8
1.38E+09	3481
1.38E+09	3480.2
1.38E+09	3484.4
1.38E+09	3485.3
1.38E+09	3479
1.38E+09	3481.6
1.38E+09	3477.7
1.38E+09	3481.4
1.38E+09	3476.5
1.38E+09	3476
1.38E+09	3474.7
1.38E+09	3473.3
1.38E+09	3473.2
1.38E+09	3476.6
1.38E+09	3470
1.38E+09	3468.4
1.38E+09	3474
1.38E+09	3482.9
1.38E+09	3467.9
1.38E+09	3470.8
1.38E+09	3470.3
1.38E+09	3467.8
1.38E+09	3469.4
1.38E+09	3467.4
1.38E+09	3465.2
1.38E+09	3468.7
1.38E+09	3467.5
1.38E+09	3469.4
1.38E+09	3470.5
1.38E+09	3462.5
1.38E+09	3463.6
1.38E+09	4564.5
1.38E+09	12337
1.38E+09	3464.3
1.38E+09	3469.5
1.38E+09	3465.8
1.38E+09	3467
1.38E+09	3468.3
1.38E+09	3475.4
1.38E+09	3464.3
1.38E+09	3459.5
1.38E+09	3465.1
1.38E+09	3466.5
1.38E+09	3459.1
1.38E+09	3466.9
1.38E+09	3461.9
1.38E+09	3467.7
1.38E+09	3466.2
1.38E+09	3464.9
1.38E+09	3459.8
1.38E+09	3465.9
1.38E+09	3467.1
1.38E+09	3466
1.38E+09	3460.7
1.38E+09	3462.1
1.38E+09	3455.2
1.38E+09	3459.7
1.38E+09	3463.3
1.38E+09	3464.9
1.38E+09	3471.7
1.38E+09	3464.7
1.38E+09	3465.9
1.38E+09	3469.3
1.38E+09	3466.5
1.38E+09	3468.5
1.38E+09	3465.5
1.38E+09	3466.9
1.38E+09	3469.6
1.38E+09	3467.2
1.38E+09	3461.5
1.38E+09	3465.9
1.38E+09	3470.4
1.38E+09	3468.2
1.38E+09	3468
1.38E+09	3495
1.38E+09	3533.2
1.38E+09	3538.5
1.38E+09	3532.3
1.38E+09	3532.4
1.38E+09	3542
1.38E+09	3514.4
1.38E+09	3483.1
1.38E+09	3485.7
1.38E+09	3491.2
1.38E+09	3487
1.38E+09	3479.4
1.38E+09	3487.7
1.38E+09	3485.5
1.38E+09	3489
1.38E+09	3485.4
1.38E+09	3487.1
1.38E+09	3492.4
1.38E+09	3487.8
1.38E+09	3485.3
1.38E+09	3487.1
1.38E+09	3482.4
1.38E+09	3484.9
1.38E+09	3486.8
1.38E+09	3484
1.38E+09	3481.5
1.38E+09	3486.9
1.38E+09	3492.5
1.38E+09	3488.7
1.38E+09	3484.9
1.38E+09	3487.3
1.38E+09	3486.1
1.38E+09	3481.5
1.38E+09	3493.3
1.38E+09	3489.9
1.38E+09	3486.7
1.38E+09	3484.7
1.38E+09	3489.6
1.38E+09	3495.8
1.38E+09	3489.4
1.38E+09	3487.9
1.38E+09	3488.6
1.38E+09	3482
1.38E+09	3483.4
1.38E+09	3483.9
1.38E+09	3490.2
1.38E+09	4212.6
1.38E+09	4463.9
1.38E+09	4458.9
1.38E+09	4456.5
1.38E+09	4461.6
1.38E+09	4456
