time	Total Usage
1.38E+09	4560.3
1.38E+09	4518.9
1.38E+09	4530.1
1.38E+09	4531.5
1.38E+09	4527.7
1.38E+09	4525
1.38E+09	4506.2
1.38E+09	4528.7
1.38E+09	4484.3
1.38E+09	4464.6
1.38E+09	4382.9
1.38E+09	4386
1.38E+09	4381.8
1.38E+09	4390.4
1.38E+09	4386.6
1.38E+09	4391
1.38E+09	4380.1
1.38E+09	4400.6
1.38E+09	4638.2
1.38E+09	4529.7
1.38E+09	4565.2
1.38E+09	4522.7
1.38E+09	4484.7
1.38E+09	4510.3
1.38E+09	4514.8
1.38E+09	4520.8
1.38E+09	4529.1
1.38E+09	4522.1
1.38E+09	4530.7
1.38E+09	4531.1
1.38E+09	4546
1.38E+09	4537.6
1.38E+09	4543.8
1.38E+09	4544.3
1.38E+09	4541.2
1.38E+09	4470.4
1.38E+09	4387.5
1.38E+09	4388.7
1.38E+09	4381.4
1.38E+09	4372.9
1.38E+09	4385.1
1.38E+09	4383.2
1.38E+09	4383
1.38E+09	4436.8
1.38E+09	4626.2
1.38E+09	4558
1.38E+09	4509.2
1.38E+09	4514.8
1.38E+09	4541
1.38E+09	4499.2
1.38E+09	4522.3
1.38E+09	4530.3
1.38E+09	4492.8
1.38E+09	4538.3
1.38E+09	4490.2
1.38E+09	4534.8
1.38E+09	4500.8
1.38E+09	7333.9
1.38E+09	11844
1.38E+09	4477.8
1.38E+09	4549.2
1.38E+09	4394.8
1.38E+09	4375.5
1.38E+09	4382.4
1.38E+09	4375.1
1.38E+09	4379.9
1.38E+09	4377.9
1.38E+09	4385.2
1.38E+09	4376
1.38E+09	4510.5
1.38E+09	4560.4
1.38E+09	4570.3
1.38E+09	4515.2
1.38E+09	4550.6
1.38E+09	4517.9
1.38E+09	4508.3
1.38E+09	4494.7
1.38E+09	4464.6
1.38E+09	4515.2
1.38E+09	4473
1.38E+09	4495.4
1.38E+09	4497.3
1.38E+09	4472.8
1.38E+09	4472.1
1.38E+09	4490.1
1.38E+09	4503.7
1.38E+09	4511.3
1.38E+09	4391.4
1.38E+09	4375.1
1.38E+09	4372.7
1.38E+09	4369.5
1.38E+09	4377.2
1.38E+09	4377.5
1.38E+09	4381.4
1.38E+09	4376.5
1.38E+09	4375.1
1.38E+09	4428.4
1.38E+09	4428.8
1.38E+09	4435.3
1.38E+09	4429.7
1.38E+09	4433.8
1.38E+09	4433.2
1.38E+09	4437.2
1.38E+09	4435.2
1.38E+09	4434.9
1.38E+09	4432.9
1.38E+09	4431.5
1.38E+09	4436.2
1.38E+09	4436.2
1.38E+09	4436.8
1.38E+09	4434.7
1.38E+09	4437.7
1.38E+09	4427.4
1.38E+09	4445
1.38E+09	4431
1.38E+09	4427.4
1.38E+09	4423.1
1.38E+09	4430.7
1.38E+09	4429.6
1.38E+09	4434.4
1.38E+09	4451.4
1.38E+09	4461
1.38E+09	4463.6
1.38E+09	6006.6
1.38E+09	5285.8
1.38E+09	5277.4
1.38E+09	5237.8
1.38E+09	5173.8
1.38E+09	5173.2
1.38E+09	5178.2
1.38E+09	5178.3
1.38E+09	5183.7
1.38E+09	5169.2
1.38E+09	5168.1
1.38E+09	5060.6
1.38E+09	4568.4
1.38E+09	4519.7
1.38E+09	4513
1.38E+09	4521
1.38E+09	4513.2
1.38E+09	4506.2
1.38E+09	4502.7
1.38E+09	4489.9
1.38E+09	4484.7
1.38E+09	4486.5
1.38E+09	4481.5
1.38E+09	4491.8
1.38E+09	4450.3
1.38E+09	4457.1
1.38E+09	4459.1
1.38E+09	4457.1
1.38E+09	4457.6
1.38E+09	4429.3
1.38E+09	4401.3
1.38E+09	4399.8
1.38E+09	4417.3
1.38E+09	4469.4
1.38E+09	4463.3
1.38E+09	4457
1.38E+09	4449.6
1.38E+09	4465
1.38E+09	4448.7
1.38E+09	4463.2
1.38E+09	4457.7
1.38E+09	4439.4
1.38E+09	4433.7
1.38E+09	4440.4
1.38E+09	4437.6
1.38E+09	4433.7
1.38E+09	5755.3
1.38E+09	5267.6
1.38E+09	5261
1.38E+09	5252.9
1.38E+09	5253.4
1.38E+09	5235.2
1.38E+09	5237.1
1.38E+09	5247.2
1.38E+09	5268.7
1.38E+09	5296.7
1.38E+09	5291.9
1.38E+09	5293.4
1.38E+09	5291.7
1.38E+09	5520.5
1.38E+09	5648.7
1.38E+09	5608.2
1.38E+09	5605.6
1.38E+09	5595.5
1.38E+09	5664.6
1.38E+09	5696
1.38E+09	5660.9
1.38E+09	5631.8
1.38E+09	5608.3
1.38E+09	5603.5
1.38E+09	15849
1.38E+09	5580
1.38E+09	5587.3
1.38E+09	5550.8
1.38E+09	4920.8
1.38E+09	4851.8
1.38E+09	4891.5
1.38E+09	4868.4
1.38E+09	4892
1.38E+09	4869.7
1.38E+09	4852.5
1.38E+09	4843.2
1.38E+09	4849.1
1.38E+09	4858
1.38E+09	4867.5
1.38E+09	4837.1
1.38E+09	4829.5
1.38E+09	4841.6
1.38E+09	4834.5
1.38E+09	4841.6
1.38E+09	4847.6
1.38E+09	4850.8
1.38E+09	4857.5
1.38E+09	4858.7
1.38E+09	4866.8
1.38E+09	4882.1
1.38E+09	4889.9
1.38E+09	4876.9
1.38E+09	4853.3
1.38E+09	4852
1.38E+09	4851.4
1.38E+09	4860.8
1.38E+09	4870.1
1.38E+09	4868.9
1.38E+09	4855.1
1.38E+09	4859.8
1.38E+09	4850
1.38E+09	4857.7
1.38E+09	4861.6
1.38E+09	4852.3
1.38E+09	4852.2
1.38E+09	4853.8
1.38E+09	4849
1.38E+09	4851.8
1.38E+09	4854.1
1.38E+09	4851.9
1.38E+09	4865.3
1.38E+09	4851.2
1.38E+09	4854.3
1.38E+09	4853.5
1.38E+09	4834.8
1.38E+09	4829.1
1.38E+09	4840.7
1.38E+09	4838.4
1.38E+09	4840
1.38E+09	4843.7
1.38E+09	4841.3
1.38E+09	4847.3
1.38E+09	4845.9
1.38E+09	4845.9
1.38E+09	4843.7
1.38E+09	4845.6
1.38E+09	4838.5
1.38E+09	4837.9
1.38E+09	4844.1
1.38E+09	4837.8
1.38E+09	4849.6
1.38E+09	4854.6
1.38E+09	4852.9
1.38E+09	4859.6
1.38E+09	4958.8
1.38E+09	5041.2
1.38E+09	5132.8
1.38E+09	5128.6
1.38E+09	5089.7
1.38E+09	5075.7
1.38E+09	5048
1.38E+09	5019.3
1.38E+09	4999.4
1.38E+09	4974.1
1.38E+09	4957.9
1.38E+09	4944
1.38E+09	4926.7
1.38E+09	4902.4
1.38E+09	4897.3
1.38E+09	4884.4
1.38E+09	4885.9
1.38E+09	4888.2
1.38E+09	4885
1.38E+09	4873.9
1.38E+09	4931.3
1.38E+09	4961.9
1.38E+09	4940.8
1.38E+09	4917.9
1.38E+09	4898.9
1.38E+09	4876.9
1.38E+09	4827.6
1.38E+09	4801.3
1.38E+09	4799.9
1.38E+09	4813
1.38E+09	4831.2
1.38E+09	4772
1.38E+09	4781.4
1.38E+09	4775
1.38E+09	4824.5
1.38E+09	4816.3
1.38E+09	4814.3
1.38E+09	4816.2
1.38E+09	4822.4
1.38E+09	4815
1.38E+09	4809.6
1.38E+09	4816.3
1.38E+09	4821.1
1.38E+09	4805.7
1.38E+09	4814.7
1.38E+09	4817.3
1.38E+09	4884.8
1.38E+09	4975.2
1.38E+09	5024.5
1.38E+09	4987.5
1.38E+09	4977
1.38E+09	4989.5
1.38E+09	4978.6
1.38E+09	4957.7
1.38E+09	4937
1.38E+09	4914.1
1.38E+09	4900.2
1.38E+09	4892
1.38E+09	4889.1
1.38E+09	7449.1
1.38E+09	12288
1.38E+09	4877.2
1.38E+09	4875.9
1.38E+09	4895.1
1.38E+09	4943.9
1.38E+09	4949.5
1.38E+09	4945.9
1.38E+09	4939.4
1.38E+09	4940.8
1.38E+09	4903.7
1.38E+09	4888.8
1.38E+09	4891.1
1.38E+09	4910.5
1.38E+09	4917.6
1.38E+09	4923
1.38E+09	4933
1.38E+09	4933.9
1.38E+09	4946.1
1.38E+09	4952.5
1.38E+09	4951.4
1.38E+09	4949.8
1.38E+09	4946.8
1.38E+09	4954.5
1.38E+09	4944
1.38E+09	4951.7
1.38E+09	4947.8
1.38E+09	4945.8
1.38E+09	4946.5
1.38E+09	4953.9
1.38E+09	4948.6
1.38E+09	4954.5
1.38E+09	4945.3
1.38E+09	4950.6
1.38E+09	4958.6
1.38E+09	4962.6
1.38E+09	4963.9
1.38E+09	4960.9
1.38E+09	4957.3
1.38E+09	4958.2
1.38E+09	4955.5
1.38E+09	4938.7
1.38E+09	4963.6
1.38E+09	4963.5
1.38E+09	4972
1.38E+09	4974.2
1.38E+09	4990.9
1.38E+09	4986.4
1.38E+09	4987.5
1.38E+09	4996.1
1.38E+09	4991.1
1.38E+09	4996.1
1.38E+09	4998.8
1.38E+09	5002.5
1.38E+09	5006.5
1.38E+09	5007.3
1.38E+09	5016.9
1.38E+09	5013.3
1.38E+09	4813
1.38E+09	4061.3
1.38E+09	4074.1
1.38E+09	4068
1.38E+09	4069.2
1.38E+09	4084.7
1.38E+09	4076.1
1.38E+09	4086
1.38E+09	4077.5
1.38E+09	4083.5
1.38E+09	4085.3
1.38E+09	4088.3
1.38E+09	4099.3
1.38E+09	4094.3
1.38E+09	4099.6
1.38E+09	4094.1
1.38E+09	4100.3
1.38E+09	4103.8
1.38E+09	4107.4
1.38E+09	4112.1
1.38E+09	4113.1
1.38E+09	4114.7
1.38E+09	4125.3
1.38E+09	4130
1.38E+09	4129.7
1.38E+09	4124.2
1.38E+09	4138.4
1.38E+09	4147.2
1.38E+09	4134.5
1.38E+09	4144.4
1.38E+09	4141.1
1.38E+09	4136.7
1.38E+09	4147
1.38E+09	4144.6
1.38E+09	4150.3
1.38E+09	4143.6
1.38E+09	4157.8
1.38E+09	4154.7
1.38E+09	4157.4
1.38E+09	4155.4
1.38E+09	4147.6
1.38E+09	4153.9
1.38E+09	4149.1
1.38E+09	4153.1
1.38E+09	4150.7
1.38E+09	4151.9
1.38E+09	4144.2
1.38E+09	4164.2
1.38E+09	4148.9
1.38E+09	4129.8
1.38E+09	4136.1
1.38E+09	4136.3
1.38E+09	4136.4
1.38E+09	4142.2
1.38E+09	4143.3
1.38E+09	4144.9
1.38E+09	4143.8
1.38E+09	4145.9
1.38E+09	4149.8
1.38E+09	4108.8
1.38E+09	4120.3
1.38E+09	4118.5
1.38E+09	4124.6
1.38E+09	4110.2
1.38E+09	4111.7
1.38E+09	4106.5
1.38E+09	4109.3
1.38E+09	4108.7
1.38E+09	4115.7
1.38E+09	4108
1.38E+09	14159
1.38E+09	4333.5
1.38E+09	4102.5
1.38E+09	4107.6
1.38E+09	4152.7
1.38E+09	4143.3
1.38E+09	4143
1.38E+09	4137.9
1.38E+09	4143.6
1.38E+09	4139.3
1.38E+09	4139.5
1.38E+09	4144.1
1.38E+09	4141.9
1.38E+09	4138.8
1.38E+09	4138.2
1.38E+09	4134.7
1.38E+09	4135.6
1.38E+09	4140
1.38E+09	4140.7
1.38E+09	4115.9
1.38E+09	4103.7
1.38E+09	4103.3
1.38E+09	4096.9
1.38E+09	4102.5
1.38E+09	4106
1.38E+09	4099.4
1.38E+09	4104.6
1.38E+09	4099.6
1.38E+09	4098.3
1.38E+09	4103.4
1.38E+09	4103.9
1.38E+09	4104
1.38E+09	4109.7
1.38E+09	4109.1
1.38E+09	4161
1.38E+09	4144.7
1.38E+09	4142.5
1.38E+09	4145
1.38E+09	4147.3
1.38E+09	4150.9
1.38E+09	4153.8
1.38E+09	4143.5
1.38E+09	4136.5
1.38E+09	4142.9
1.38E+09	4145.8
1.38E+09	4144
1.38E+09	4145.4
1.38E+09	4145.9
1.38E+09	4142.6
1.38E+09	4111.3
1.38E+09	4110
1.38E+09	4108.1
1.38E+09	4100.7
1.38E+09	4100.9
1.38E+09	4108.8
1.38E+09	4093.1
1.38E+09	4099.6
1.38E+09	4094.7
1.38E+09	4097.2
1.38E+09	4099.1
1.38E+09	4104.4
1.38E+09	4111.2
1.38E+09	4098.9
1.38E+09	4104.8
1.38E+09	4142.9
1.38E+09	4133.5
1.38E+09	4121.4
1.38E+09	4137.5
1.38E+09	4136.1
1.38E+09	4135.5
1.38E+09	4137.1
1.38E+09	4141.1
1.38E+09	4141.2
1.38E+09	4133.7
1.38E+09	4133.6
1.38E+09	4134.3
1.38E+09	4134.3
1.38E+09	4135.1
1.38E+09	4135.2
1.38E+09	4095.7
1.38E+09	4096.8
1.38E+09	4108.5
1.38E+09	4105
1.38E+09	4104.4
1.38E+09	4103.1
1.38E+09	4115.5
1.38E+09	4095.8
1.38E+09	4098.7
1.38E+09	4093.8
1.38E+09	4099.8
1.38E+09	4093.1
1.38E+09	4096.4
1.38E+09	4094.4
1.38E+09	4091.6
1.38E+09	4143.1
1.38E+09	4133.5
1.38E+09	4131.8
1.38E+09	4132.3
1.38E+09	4131.4
1.38E+09	4131.8
1.38E+09	4139.7
1.38E+09	4132.3
1.38E+09	4138.3
1.38E+09	4142.3
1.38E+09	4141.8
1.38E+09	4136.2
1.38E+09	4132.9
1.38E+09	4133.2
1.38E+09	4131.7
1.38E+09	4099.4
1.38E+09	4099.4
1.38E+09	4102.7
1.38E+09	4098.9
1.38E+09	4099.2
1.38E+09	4097.3
1.38E+09	4101.8
1.38E+09	4099.6
1.38E+09	4098.4
1.38E+09	4099.4
1.38E+09	4097.9
1.38E+09	4099
1.38E+09	4095.4
1.38E+09	4098.8
1.38E+09	4113.2
1.38E+09	4150
1.38E+09	4139.5
1.38E+09	4131.2
1.38E+09	4135
1.38E+09	4128.7
1.38E+09	4129.1
1.38E+09	4128
1.38E+09	4138.9
1.38E+09	4130.4
1.38E+09	4142.1
1.38E+09	4137.8
1.38E+09	6329.3
1.38E+09	11784
1.38E+09	4137.7
1.38E+09	4132.6
1.38E+09	4091
1.38E+09	4095.2
1.38E+09	4094.7
1.38E+09	4098
1.38E+09	4098.8
1.38E+09	4103.9
1.38E+09	4099.3
1.38E+09	4095.8
1.38E+09	4094.5
1.38E+09	4097.9
1.38E+09	4101.9
1.38E+09	4106.2
1.38E+09	4016.7
1.38E+09	3940.1
1.38E+09	3964.1
1.38E+09	4012.7
1.38E+09	3978.8
1.38E+09	3970.9
1.38E+09	3973.3
1.38E+09	3963.4
1.38E+09	3977.6
1.38E+09	3977.9
1.38E+09	3973.4
1.38E+09	3970.7
1.38E+09	3967.3
1.38E+09	3970.5
1.38E+09	3978.1
1.38E+09	3972.3
1.38E+09	3970.2
1.38E+09	3964
1.38E+09	3935
1.38E+09	3932.6
1.38E+09	3938.4
1.38E+09	3928.2
1.38E+09	3937.7
1.38E+09	3924.2
1.38E+09	3933.9
1.38E+09	3929.8
1.38E+09	3931.5
1.38E+09	3938.1
1.38E+09	3932.5
1.38E+09	3930.8
1.38E+09	3933
1.38E+09	3932.8
1.38E+09	3932.8
1.38E+09	3989.5
1.38E+09	3972
1.38E+09	3990.7
1.38E+09	3972.7
1.38E+09	3976.5
1.38E+09	3977.6
1.38E+09	3980.3
1.38E+09	3987.2
1.38E+09	3992.7
1.38E+09	3992.6
1.38E+09	3993.6
1.38E+09	3994
1.38E+09	3994
1.38E+09	4008
1.38E+09	3995.1
1.38E+09	3972.3
1.38E+09	3975.7
1.38E+09	3984.2
1.38E+09	3976
1.38E+09	3992.5
1.38E+09	3993.9
1.38E+09	3994.6
1.38E+09	4002.4
1.38E+09	4014.1
1.38E+09	4001.7
1.38E+09	3998.6
1.38E+09	4008.3
1.38E+09	4000.9
1.38E+09	4004
1.38E+09	4011.3
1.38E+09	4060.4
1.38E+09	4053.1
1.38E+09	4055.7
1.38E+09	4059.8
1.38E+09	4061.9
1.38E+09	4060.2
1.38E+09	4065.5
1.38E+09	4055.4
1.38E+09	4047.1
1.38E+09	4042.9
1.38E+09	4049.5
1.38E+09	4046.5
1.38E+09	4046.7
1.38E+09	4047.1
1.38E+09	4058.9
1.38E+09	4014.8
1.38E+09	4021.5
1.38E+09	4022.4
1.38E+09	4013.5
1.38E+09	4009.7
1.38E+09	4011.1
1.38E+09	4004.8
1.38E+09	4010.7
1.38E+09	3999.7
1.38E+09	4007.6
1.38E+09	3997.3
1.38E+09	4002.7
1.38E+09	4009.1
1.38E+09	4001.9
1.38E+09	4010.3
1.38E+09	4046.4
1.38E+09	4050.8
1.38E+09	4044.6
1.38E+09	4043.3
1.38E+09	4043.6
1.38E+09	4060.2
1.38E+09	4043
1.38E+09	4042.4
1.38E+09	4040.8
1.38E+09	4041.8
1.38E+09	4043.5
1.38E+09	4033.8
1.38E+09	4041.4
1.38E+09	4036.1
1.38E+09	4040.7
1.38E+09	3998.7
1.38E+09	4001.1
1.38E+09	4009.7
1.38E+09	4002.5
1.38E+09	4006.4
1.38E+09	8871.2
1.38E+09	9108.4
1.38E+09	4002.4
1.38E+09	4003.4
1.38E+09	3997
1.38E+09	4001
1.38E+09	4011.7
1.38E+09	4002.9
1.38E+09	3999.6
1.38E+09	4009.8
1.38E+09	4049.3
1.38E+09	4039.8
1.38E+09	4043.1
1.38E+09	4035.5
1.38E+09	4044.2
1.38E+09	4033.1
1.38E+09	4044.6
1.38E+09	4048
1.38E+09	4045.5
1.38E+09	4037.1
1.38E+09	4038.4
1.38E+09	4034.2
1.38E+09	4038.6
1.38E+09	4028
1.38E+09	4035.3
1.38E+09	4002.4
1.38E+09	4005.9
1.38E+09	4015.5
1.38E+09	3996.4
1.38E+09	4008.5
1.38E+09	3999.2
1.38E+09	3998.4
1.38E+09	4002.4
1.38E+09	4000.9
1.38E+09	3999.3
1.38E+09	3999.4
1.38E+09	4005.7
1.38E+09	4012.8
1.38E+09	4010.5
1.38E+09	4005.2
1.38E+09	4055.7
1.38E+09	4032.3
1.38E+09	4044.1
1.38E+09	4032.6
1.38E+09	4036.3
1.38E+09	4034.7
1.38E+09	4039.9
1.38E+09	4049.5
1.38E+09	4041.3
1.38E+09	4040.6
1.38E+09	4039.2
1.38E+09	4041.1
1.38E+09	4041.3
1.38E+09	4046.7
1.38E+09	4039.8
1.38E+09	4005.5
1.38E+09	4006.8
1.38E+09	4015.6
1.38E+09	4003.9
1.38E+09	4006.6
1.38E+09	4005.5
1.38E+09	3998.2
1.38E+09	4004.3
1.38E+09	3998.7
1.38E+09	4001.8
1.38E+09	4004.9
1.38E+09	4006.2
1.38E+09	4003.2
1.38E+09	4017.4
1.38E+09	4002.9
1.38E+09	3665.1
1.38E+09	3656.9
1.38E+09	3648.3
1.38E+09	3658.1
1.38E+09	3654.4
1.38E+09	3648.3
1.38E+09	3649
1.38E+09	3644.3
1.38E+09	3633.1
1.38E+09	3609.9
1.38E+09	3613.3
1.38E+09	3609.6
1.38E+09	3608.3
1.38E+09	3614.2
1.38E+09	3612.6
1.38E+09	3620.1
1.38E+09	3608.7
1.38E+09	3618.9
1.38E+09	3615.2
1.38E+09	3623.2
1.38E+09	3614.3
1.38E+09	3604.6
1.38E+09	3607.9
1.38E+09	3610.3
1.38E+09	3613
1.38E+09	3612.5
1.38E+09	3612.3
1.38E+09	3617.8
1.38E+09	3626.3
1.38E+09	3619.4
1.38E+09	3614.1
1.38E+09	3613.5
1.38E+09	3609.5
1.38E+09	3650
1.38E+09	3623.4
1.38E+09	3630.1
1.38E+09	3635.4
1.38E+09	3635.6
1.38E+09	3630.6
1.38E+09	3628.9
1.38E+09	3641.7
1.38E+09	3622.6
1.38E+09	3615.2
1.38E+09	3618.1
1.38E+09	3609.9
1.38E+09	3606.9
1.38E+09	3613.3
1.38E+09	3613
1.38E+09	3614.4
1.38E+09	3647.7
1.38E+09	3629.2
1.38E+09	3637.4
1.38E+09	3630.1
1.38E+09	3629.5
1.38E+09	3630.2
1.38E+09	3634.6
1.38E+09	9445.9
1.38E+09	7870.6
1.38E+09	3612
1.38E+09	3609.5
1.38E+09	3609.1
1.38E+09	3620.5
1.38E+09	3610.9
1.38E+09	3612.9
1.38E+09	3619
1.38E+09	3655.5
1.38E+09	3634.4
1.38E+09	3633
1.38E+09	3632.6
1.38E+09	3625.6
1.38E+09	3633.3
1.38E+09	3631
1.38E+09	3630.6
1.38E+09	3608.5
1.38E+09	3614.3
1.38E+09	3605.5
1.38E+09	3609.3
1.38E+09	3608
1.38E+09	3613.3
1.38E+09	3604
1.38E+09	3622.9
1.38E+09	3646.7
1.38E+09	3641.3
1.38E+09	3623.1
1.38E+09	3620.5
1.38E+09	3606.9
1.38E+09	3608.1
1.38E+09	3605.4
1.38E+09	3608.8
1.38E+09	3616
1.38E+09	3608
1.38E+09	3610.8
1.38E+09	3605.3
1.38E+09	3606.5
1.38E+09	3609.9
1.38E+09	3609.2
1.38E+09	3612.8
1.38E+09	3616.9
1.38E+09	3618
1.38E+09	3612.4
1.38E+09	3611.3
1.38E+09	3605.7
1.38E+09	3604.4
1.38E+09	3621.4
1.38E+09	3605.5
1.38E+09	3608.4
1.38E+09	3603.6
1.38E+09	3606.5
1.38E+09	3602.4
1.38E+09	3628.3
1.38E+09	3623.9
1.38E+09	3608.8
1.38E+09	3602.8
1.38E+09	3604.6
1.38E+09	3603.3
1.38E+09	3486.7
1.38E+09	3456.6
1.38E+09	3450.3
1.38E+09	3460.8
1.38E+09	3456
1.38E+09	3454.6
1.38E+09	3456.5
1.38E+09	3460.2
1.38E+09	3460.1
1.38E+09	3464.3
1.38E+09	3455.6
1.38E+09	3455.2
1.38E+09	3455.7
1.38E+09	3461.1
1.38E+09	3457.6
1.38E+09	3461.5
1.38E+09	3456.3
1.38E+09	3459.1
1.38E+09	3458.8
1.38E+09	3460.7
1.38E+09	3453.2
1.38E+09	3455.9
1.38E+09	3461.9
1.38E+09	3461.3
1.38E+09	3457.2
1.38E+09	3454.3
1.38E+09	3463.8
1.38E+09	3456.4
1.38E+09	3467.1
1.38E+09	3469.1
1.38E+09	3465.8
1.38E+09	3462.9
1.38E+09	3454
1.38E+09	3461.5
1.38E+09	3458.6
1.38E+09	3466.3
1.38E+09	3465.6
1.38E+09	3466.8
1.38E+09	3458.9
1.38E+09	3460.2
1.38E+09	3459.6
1.38E+09	3458.2
1.38E+09	3455
1.38E+09	3459.1
1.38E+09	3459.8
1.38E+09	3456.1
1.38E+09	3453.5
1.38E+09	3451.4
1.38E+09	3453
1.38E+09	3456.7
1.38E+09	3455.7
1.38E+09	3464
1.38E+09	3453.1
1.38E+09	3457.7
1.38E+09	3449.5
1.38E+09	3452.5
1.38E+09	3457.1
1.38E+09	3456
1.38E+09	3450.9
1.38E+09	3450.9
1.38E+09	3453.7
1.38E+09	3453.1
1.38E+09	3453.2
1.38E+09	3452.9
1.38E+09	3460.5
1.38E+09	3470.3
1.38E+09	3477.6
1.38E+09	3472.6
1.38E+09	3485.5
1.38E+09	3482.7
1.38E+09	3481
1.38E+09	3486.9
1.38E+09	11894
1.38E+09	5045.5
1.38E+09	3477.4
1.38E+09	3476.6
1.38E+09	3474.9
1.38E+09	3484.1
1.38E+09	3485.3
1.38E+09	3485
1.38E+09	3482.4
1.38E+09	3485.7
1.38E+09	3483.1
1.38E+09	3483.3
1.38E+09	3478.5
1.38E+09	3479.4
1.38E+09	3486
1.38E+09	3483.7
1.38E+09	3484.4
1.38E+09	3484.1
1.38E+09	3492.3
1.38E+09	3492
1.38E+09	3499.9
1.38E+09	3520.4
1.38E+09	3559
1.38E+09	3564.5
1.38E+09	3559.1
1.38E+09	3552
1.38E+09	3555.9
1.38E+09	3527.4
1.38E+09	3493.3
1.38E+09	3501.8
1.38E+09	3498.7
1.38E+09	3505.5
1.38E+09	3499.7
1.38E+09	3504.2
1.38E+09	3501.6
1.38E+09	3508.8
1.38E+09	3505.9
1.38E+09	3509.6
1.38E+09	3512.7
1.38E+09	3515.4
1.38E+09	3513.7
1.38E+09	3521.8
1.38E+09	3518.9
1.38E+09	3512.6
1.38E+09	3514.4
1.38E+09	3521.5
1.38E+09	3520.2
1.38E+09	3519.4
1.38E+09	3519.2
1.38E+09	3514.5
1.38E+09	3518.2
1.38E+09	3519
1.38E+09	3522.2
1.38E+09	3519.5
1.38E+09	3521.5
1.38E+09	3519.5
1.38E+09	3519.1
1.38E+09	3518.8
1.38E+09	3528.4
1.38E+09	3525.2
1.38E+09	3530.6
1.38E+09	3527.8
1.38E+09	3534.5
1.38E+09	3528.8
1.38E+09	3514.6
1.38E+09	3525.6
1.38E+09	3527.1
1.38E+09	3521.6
1.38E+09	3521.5
1.38E+09	3522.2
1.38E+09	3537.2
1.38E+09	3573.7
1.38E+09	3570.4
1.38E+09	3518.4
1.38E+09	3524
1.38E+09	3525.2
1.38E+09	3523.5
1.38E+09	3521.2
1.38E+09	3521.5
1.38E+09	3520.8
1.38E+09	3522.6
1.38E+09	3523.9
1.38E+09	3528.3
1.38E+09	3549.3
1.38E+09	3538.4
1.38E+09	3529.2
1.38E+09	3530.7
1.38E+09	3534.2
1.38E+09	3523.1
1.38E+09	3526.6
1.38E+09	3531.1
1.38E+09	3531
1.38E+09	3538.6
1.38E+09	3521.9
1.38E+09	3521.3
1.38E+09	3519.1
1.38E+09	3518.6
1.38E+09	3510.3
1.38E+09	3510.6
1.38E+09	3511.2
1.38E+09	3514.4
1.38E+09	3509.9
1.38E+09	3519.1
1.38E+09	3517
1.38E+09	3531.6
1.38E+09	3524.4
1.38E+09	3516.6
1.38E+09	3517.7
1.38E+09	3507
1.38E+09	3516
1.38E+09	3508.1
1.38E+09	3516.9
1.38E+09	3512.3
1.38E+09	3514.9
1.38E+09	3509.4
1.38E+09	3511.7
1.38E+09	3524.3
1.38E+09	3533.8
1.38E+09	3541.7
1.38E+09	3533.2
1.38E+09	3523.9
1.38E+09	3515.8
1.38E+09	3518.2
1.38E+09	3527.6
1.38E+09	3518.8
1.38E+09	3528.1
1.38E+09	3525
1.38E+09	3519.4
1.38E+09	3523.6
1.38E+09	13394
1.38E+09	3854.7
1.38E+09	3515.2
1.38E+09	3520.4
1.38E+09	3521.9
1.38E+09	3513.6
1.38E+09	3523.7
1.38E+09	3521.7
1.38E+09	3531.2
1.38E+09	3532.1
1.38E+09	3523.3
1.38E+09	3526.9
1.38E+09	3521.6
1.38E+09	3521.3
1.38E+09	3513.1
1.38E+09	3517.5
1.38E+09	3516.3
1.38E+09	3526.1
1.38E+09	3507.9
1.38E+09	3514.2
1.38E+09	3512.6
1.38E+09	3518.4
1.38E+09	3517.5
1.38E+09	3510
1.38E+09	3511.8
1.38E+09	3513.7
1.38E+09	3506.1
1.38E+09	3511.9
1.38E+09	3533.9
1.38E+09	3508.4
1.38E+09	3517.5
1.38E+09	3507.6
1.38E+09	3509.5
1.38E+09	3505.5
1.38E+09	3511.9
1.38E+09	3517.6
1.38E+09	3511.6
1.38E+09	3516
1.38E+09	3521.1
1.38E+09	3518.2
1.38E+09	3514.9
1.38E+09	3514.1
1.38E+09	3503.9
1.38E+09	3520
1.38E+09	3508.7
1.38E+09	3518.3
1.38E+09	3508.4
1.38E+09	3513.6
1.38E+09	3515.5
1.38E+09	3520.8
1.38E+09	3511.8
1.38E+09	3507.2
1.38E+09	3510.5
1.38E+09	3503.5
1.38E+09	3507.5
1.38E+09	3502
1.38E+09	3502.7
1.38E+09	3505
1.38E+09	3510
1.38E+09	3510.3
1.38E+09	3501.3
1.38E+09	3508.5
1.38E+09	3506.4
1.38E+09	3517.1
1.38E+09	3512
1.38E+09	3515.7
1.38E+09	3507.7
1.38E+09	3521.3
1.38E+09	3518.5
1.38E+09	3521.2
1.38E+09	3519.7
1.38E+09	3515.7
1.38E+09	3512.1
1.38E+09	3513.5
1.38E+09	3512.7
1.38E+09	3505.5
1.38E+09	3515.8
1.38E+09	3527.2
1.38E+09	3526.9
1.38E+09	3512.4
1.38E+09	3520.7
1.38E+09	3504.2
1.38E+09	3514.6
1.38E+09	3504.5
1.38E+09	3510.8
1.38E+09	3507.2
