time,Total Usage,Microwave,Washing Machine,Oven Unit,Stove Unit,1st Floor AHU,Refrigerator,Dishwasher,PV Solar Generation (1),PV Solar Generation (2)
1.38E+09,3558.9,1.7,145.6,5.5,0.9,378.1,11.1,2.3,0.1,0.1
1.38E+09,3554.2,1.7,145.1,5.3,0.9,377.2,11.1,2.4,0.1,0.1
1.38E+09,3555.3,1.8,145.8,5.5,0.9,377.3,11.1,2.3,0.2,0.1
1.38E+09,3549.8,2,146.1,5.4,0.9,377.4,11,2.3,0.1,0.1
1.38E+09,3562.3,1.9,151.5,5.4,0.9,377.4,11.1,2.2,0.1,0.1
1.38E+09,3551.8,1.8,149.9,5.5,0.9,377.4,11,2.4,0.2,0.1
1.38E+09,3553,1.8,147.8,5.4,0.9,376.5,11.1,2.4,0.2,0.1
1.38E+09,3550.1,1.8,146,5.4,0.9,377.4,10.9,2.3,0.2,0.1
1.38E+09,3559.9,1.8,153.6,5.4,1,376.3,11,2.3,0.1,0.1
1.38E+09,3570.1,1.9,166.5,5.3,1,377,10.9,2.3,0.1,0.1
1.38E+09,3592,2,177.6,5.4,1,377.3,11.4,2.2,0.1,0.1
1.38E+09,3594.9,1.8,186.9,5.6,1,377.4,11.2,2.3,0.2,0.1
1.38E+09,3596.9,1.8,192.3,5.4,0.9,376.5,11.1,2.3,0.2,0.1
1.38E+09,3615.8,1.6,197.2,5.4,0.7,377.5,11.2,2.2,0.1,0.1
1.38E+09,3615.4,1.8,203.8,5.3,1,377.7,11.1,2.4,0.2,0.1
1.38E+09,3615,1.8,206.5,5.5,0.9,377.3,11.1,2.3,0.1,0.1
1.38E+09,3618.3,1.9,212.9,5.4,1,377.4,11,2.4,0.1,0.1
1.38E+09,3625.4,1.8,211.3,5.5,0.9,377.3,11,2.4,0.1,0.1
1.38E+09,3614.7,1.8,208.9,5.4,0.9,377.6,11.1,2.4,0.1,0.1
1.38E+09,3625.8,1.8,213.9,5.3,0.9,377,11.1,2.3,0.1,0.1
1.38E+09,3655.1,1.8,212.3,5.5,1,377.7,11.1,2.4,0.2,0.1
1.38E+09,3689.1,1.9,208.6,5.4,1,377.8,11.3,2.2,0.2,0.1
1.38E+09,3697.8,1.8,210.7,5.4,1,378,11.1,2.3,0.2,0.1
1.38E+09,13372,3.2,203.8,7.2,4.5,372.2,11.3,3.7,0.1,0.1
1.38E+09,3824.7,1.6,210.6,5.6,0.9,378.1,11.4,2.1,0.2,0.1
1.38E+09,3690.7,1.8,213.4,5.3,0.8,377.7,11.1,2.4,0.1,0.1
1.38E+09,3652.3,1.9,213,5.5,0.9,378,11,2.3,0.1,0.1
1.38E+09,3634.2,1.8,215.8,5.4,0.8,378.7,11.1,2.3,0.1,0.1
1.38E+09,3627,1.7,211.7,5.5,0.8,378.1,11.1,2.4,0.2,0.1
1.38E+09,3637.8,1.7,217.3,5.4,0.9,377.2,11.1,2.4,0.1,0.1
1.38E+09,3632.5,1.7,215,5.4,0.9,376.6,10.9,2.2,0.1,0.1
1.38E+09,3642.6,1.8,223.2,5.3,0.8,376.5,11,2.4,0.1,0.1
1.38E+09,3627.6,1.7,220.3,5.4,0.9,377,11.3,2.4,0.1,0.1
1.38E+09,3640.5,1.7,224.2,5.5,1,377.1,11.1,2.3,0.1,0.1
1.38E+09,3652.3,1.7,225.6,5.4,1,377.6,11,2.4,0.1,0.1
1.38E+09,3659.5,1.7,236.3,5.5,1.1,377.5,11.1,2.3,0.1,0.1
1.38E+09,3636.8,1.9,224.8,5.4,1,377.6,11.1,2.4,0.2,0.1
1.38E+09,3635.2,1.8,225.7,5.4,1.1,377.8,11.1,2.4,0.1,0.1
1.38E+09,3633.6,1.9,221.3,5.4,0.9,378.1,11.1,2.3,0.1,0.1
1.38E+09,3626.1,1.8,218.2,5.5,1,376.9,11.1,2.4,0.2,0.1
1.38E+09,3627.4,1.8,216.4,5.3,0.9,377.4,11.3,2.4,0.1,0.1
1.38E+09,3624.9,1.9,215.8,5.4,1,377.8,11.3,2.4,0.2,0.1
1.38E+09,3627.1,1.6,215.4,5.4,1,377.9,11.2,2.3,0.2,0.1
1.38E+09,3620.7,1.8,213.6,5.4,1.1,378.5,11.2,2.3,0.1,0.1
1.38E+09,3621.8,1.7,211.1,5.4,1.1,377.3,11.1,2.3,0.1,0.1
1.38E+09,3626,1.8,212.2,5.4,0.9,378,11,2.3,0.1,0.1
1.38E+09,3622.6,1.8,210.2,5.4,1,377.7,11,2.5,0.1,0.1
1.38E+09,3624.4,1.8,214.7,5.5,0.9,377.1,11,2.4,0.2,0.1
1.38E+09,3617.9,1.8,208,5.5,0.9,377.9,11.3,2.4,0.2,0.1
1.38E+09,3619.5,1.8,206.2,5.5,0.9,378,11,2.4,0.2,0.1
1.38E+09,3613.9,1.8,206.9,5.5,1,377.6,10.9,2.4,0.1,0.1
1.38E+09,3640.3,1.8,211.6,5.5,1,377.3,11,2.4,0.1,0.1
1.38E+09,3633.5,1.6,205.5,5.5,0.9,378.2,11,2.4,0.1,0.1
1.38E+09,3619.7,1.7,208,5.4,1,377.4,11.1,2.3,0.1,0.1
1.38E+09,3609.9,1.8,205.2,5.4,0.9,377.4,11.2,2.4,0.1,0.1
1.38E+09,3626.3,1.8,205.6,5.5,1,377.3,11.1,2.4,0.1,0.1
1.38E+09,3612.6,1.8,204.2,5.4,0.9,377.6,11.1,2.4,0.1,0.1
1.38E+09,3617.8,1.8,209.3,5.5,1.1,377.5,11.1,2.2,0.1,0.1
1.38E+09,3616.8,1.8,206.9,5.4,1,377.4,11,2.4,0.1,0.1
1.38E+09,3613.8,1.8,205.2,5.5,0.9,377.8,11.1,2.3,0.1,0.1
1.38E+09,3619.3,1.8,204.4,5.5,0.9,377.9,11,2.3,0.1,0.1
1.38E+09,3623.1,1.8,203.1,5.4,1,378,11,2.3,0.1,0.1
1.38E+09,3609,1.7,198.1,5.5,0.9,377.5,11.1,2.3,0.1,0.1
1.38E+09,3609.7,1.9,202.8,5.4,1,377.7,11.1,2.3,0.1,0.1
1.38E+09,3618.1,1.8,205.2,5.5,0.9,376.9,11.1,2.3,0.1,0.1
1.38E+09,3620.8,1.8,205,5.6,1,378.2,11.1,2.4,0.1,0.1
1.38E+09,3617.7,1.8,210.1,5.4,0.9,377.7,11,2.4,0.1,0.1
1.38E+09,3616.9,1.7,203.2,5.5,0.9,378.2,11.1,2.3,0.1,0.1
1.38E+09,3614.4,1.8,205.1,5.4,1,376.5,11,2.4,0.2,0.1
1.38E+09,3625.1,1.8,216.6,5.4,0.9,377.6,11,2.3,0.1,0.1
1.38E+09,3635.7,1.8,220.3,5.4,1,378.2,11.4,2.4,0.1,0.1
1.38E+09,3639.6,1.8,230.7,5.4,1,376.8,11.3,2.4,0.1,0.1
1.38E+09,3640.1,1.7,231,5.5,0.8,377.4,11.1,2.3,0.1,0.1
1.38E+09,3650.7,1.8,238.2,5.5,1,378,11,2.4,0.1,0.1
1.38E+09,3644.9,1.7,240,5.4,1,377.5,11.1,2.4,0.1,0.1
1.38E+09,3654.7,1.8,246.3,5.4,1,377.7,11.2,2.4,0.1,0.1
1.38E+09,3671.3,1.7,249.3,5.4,1,377.9,11,2.3,0.1,0.1
1.38E+09,3661.6,1.9,244.5,5.5,0.9,378,10.9,2.4,0.1,0.1
1.38E+09,3665,1.8,254.7,5.5,1,377.3,11,2.5,0.1,0.1
1.38E+09,3666.5,1.8,262.7,5.5,1,377.3,11,2.4,0.1,0.1
1.38E+09,3680.7,1.7,269,5.5,1,377.7,11.1,2.4,0.1,0.1
1.38E+09,3678.9,1.7,267.6,5.4,0.9,377.6,11.2,2.3,0.1,0.1
1.38E+09,3677.1,1.7,269.6,5.6,1,378,11,2.4,0.2,0.1
1.38E+09,3678.9,1.8,275.6,5.3,1,377.5,11,2.4,0.1,0.1
1.38E+09,3683.8,1.7,276.5,5.5,1,377.1,11.1,2.3,0.1,0.1
1.38E+09,3685.7,1.7,277,5.4,1,378.1,11.1,2.4,0.1,0.1
1.38E+09,3682.5,1.7,278.7,5.4,1,378.1,11.3,2.2,0.1,0.1
1.38E+09,3684.2,1.7,286.4,5.4,1.1,377.7,11.1,2.5,0.2,0.1
1.38E+09,3698.3,1.8,294.3,5.5,1.1,378.3,11,2.3,0.1,0.1
1.38E+09,3694.3,1.7,293.4,5.5,1,377.7,11.1,2.3,0.1,0.1
1.38E+09,3696.6,1.7,298.3,5.5,1,377.5,11.1,2.4,0.1,0.1
1.38E+09,3694.1,1.7,299.8,5.5,0.9,377.2,11.1,2.4,0.2,0.1
1.38E+09,3701.9,1.7,299.8,5.6,1,377.9,11.2,2.3,0.1,0.1
1.38E+09,3704.2,1.8,300.9,5.5,1,378.3,11,2.4,0.1,0.1
1.38E+09,3699.5,1.7,306.1,5.4,0.9,377.6,11,2.4,0.1,0.1
1.38E+09,3716.2,1.8,314.1,5.5,0.9,378.3,11.1,2.4,0.1,0.1
1.38E+09,3717.8,1.7,318.9,5.6,1,377.4,11,2.3,0.1,0.1
1.38E+09,3732.7,1.7,315.6,5.5,1,377.5,11.3,2.3,0.2,0.1
1.38E+09,3428.8,1.8,27.2,5.4,0.9,378.7,11.1,2.3,0.1,0.1
1.38E+09,3413.1,1.8,9.4,5.4,0.8,377.8,11,2.4,0.1,0.1
1.38E+09,3423,1.7,9.3,5.4,0.9,378.6,11.3,2.4,0.1,0.1
1.38E+09,3420,1.8,9.4,5.3,0.9,378.4,11.3,2.3,0.1,0.1
1.38E+09,3419.6,1.9,9.3,5.4,0.9,378.6,11,2.2,0.1,0.1
1.38E+09,3411,1.7,9.5,5.4,0.9,377.8,11.1,2.4,0.1,0.1
1.38E+09,3413.3,1.8,9.3,5.5,0.8,378.1,11,2.3,0.1,0.1
1.38E+09,3416.9,1.8,9.3,5.4,0.9,378.4,11,2.4,0.1,0.1
1.38E+09,3417.5,1.8,9.4,5.5,1,378.7,11,2.3,0.1,0.1
1.38E+09,3414.2,1.8,9.3,5.4,0.8,378.4,11,2.3,0.1,0.1
1.38E+09,3422.9,1.9,9.3,5.4,1,377.9,11.1,2.3,0.1,0.1
1.38E+09,3412.3,1.8,9.3,5.4,1,377.6,11,2.3,0.1,0.1
1.38E+09,3420,1.9,9.4,5.5,1,378.6,11,2.4,0.1,0.1
1.38E+09,3416.1,1.8,9.4,5.4,0.9,377.8,11.1,2.4,0.2,0.1
1.38E+09,3420.6,1.9,9.2,5.4,1.1,378.4,10.9,2.3,0.2,0.1
1.38E+09,3423.1,1.9,9.3,5.4,0.8,378.7,11.1,2.3,0.1,0.1
1.38E+09,3419.8,1.9,9.1,5.5,0.9,379,11.1,2.3,0.1,0.1
1.38E+09,4440.1,0.3,12.6,4.8,0.4,375.6,10.7,2,0.1,0.1
1.38E+09,4268.9,0.5,18.2,5,0.5,377.3,10.8,2.1,0.1,0.1
1.38E+09,4273.8,0.5,18.1,4.9,0.5,377.5,10.9,2.1,0.1,0.1
1.38E+09,4276.1,0.4,18.1,5.1,0.4,377.7,11,2.1,0.2,0.1
1.38E+09,4275.6,0.4,18.3,5,0.5,378,11.2,2.1,0.1,0.1
1.38E+09,4269.1,0.4,18.1,4.8,0.4,377.1,10.9,2.1,0.1,0.1
1.38E+09,4264.9,0.5,18.2,5,0.4,377.1,10.8,2.1,0.1,0.1
1.38E+09,4273.6,0.4,18.1,5,0.4,377,10.8,2,0.1,0.1
1.38E+09,4264.3,0.6,18.1,4.9,0.4,376.9,10.8,2.1,0.1,0.1
1.38E+09,4259,0.6,13.4,4.9,0.5,377.3,10.9,2.1,0.1,0.1
1.38E+09,4251.5,0.5,13.3,5,0.5,376.6,10.8,2,0.2,0.1
1.38E+09,4256.9,0.5,13.3,4.9,0.5,376.4,10.8,2.1,0.1,0.1
1.38E+09,4250.8,0.4,13.1,5,0.4,376.8,10.9,2,0.1,0.1
1.38E+09,4253.6,0.5,13.3,5,0.4,376.7,10.8,2,0.1,0.1
1.38E+09,4248.8,0.5,13.4,4.8,0.7,376.1,10.7,2.2,0.2,0.1
1.38E+09,4255.7,0.4,13.2,5,0.5,377.1,11.4,1.9,0.2,0.1
1.38E+09,4257.1,0.6,13.4,5,0.5,377.3,11.1,2.1,0.1,0.1
1.38E+09,4252.8,0.6,13.1,4.9,0.5,377,10.8,2,0.1,0.1
1.38E+09,4251.3,0.5,13.3,4.9,0.5,377.1,10.9,2,0.2,0.1
1.38E+09,4260.8,0.7,18,5,0.5,377.2,10.8,2,0.1,0.1
1.38E+09,4265.5,0.3,20.7,4.9,0.6,376.6,11,2,0.1,0.1
1.38E+09,4321.7,0.6,72.6,5,0.4,376.6,10.7,1.9,0.2,0.1
1.38E+09,4290.4,0.5,38.2,5.1,0.3,376.7,10.9,2.1,0.2,0.1
1.38E+09,4301.4,0.4,32.5,5,0.5,375.8,10.8,1.9,0.2,0.1
1.38E+09,4285,0.3,18.1,5,0.4,378,10.9,2.1,0.1,0.1
1.38E+09,4273.6,0.3,18.3,4.9,0.5,377.5,11.1,2.1,0.1,0.1
1.38E+09,4266,0.5,18.3,5,0.4,377.9,11.1,2,0.1,0.2
1.38E+09,4266.2,0.4,18.1,5,0.5,376.4,10.8,2,0.2,0.1
1.38E+09,4263.8,0.5,18.2,5,0.5,376.4,10.9,2,0.1,0.1
1.38E+09,4257.1,0.5,13.4,5,0.5,377.1,10.8,2,0.2,0.1
1.38E+09,4248.7,0.5,13.3,4.8,0.5,376.8,10.8,2,0.1,0.1
1.38E+09,4269.5,0.4,30,5,0.5,376.1,11.1,2,0.1,0.1
1.38E+09,4308.8,0.5,71.3,5,0.4,376.3,10.8,2.1,0.1,0.1
1.38E+09,4281,0.5,46.3,4.9,0.4,375.7,10.9,1.9,0.2,0.1
1.38E+09,4263.4,0.4,24,5,0.5,376.1,10.9,2.2,0.1,0.1
1.38E+09,4252.1,0.4,13.2,5,0.5,376.3,10.8,2.1,0.1,0.1
1.38E+09,4251.3,0.5,13.3,4.9,0.5,377,10.9,2,0.1,0.1
1.38E+09,14082,4.5,10,6.7,5.3,371.4,11.5,3.5,0.2,0.1
1.38E+09,4259.3,0.6,13.4,4.9,0.6,377.3,10.8,2,0.2,0.1
1.38E+09,4272,0.6,18,5,0.5,377.3,10.9,1.9,0.1,0.1
1.38E+09,4264.9,0.5,18.2,5,0.6,376.6,10.7,1.9,0.1,0.1
1.38E+09,4267.2,0.4,18.2,5,0.4,377.2,11,2.1,0.1,0.1
1.38E+09,4320.8,0.4,67.1,5,0.5,376.4,11.1,2,0.1,0.1
1.38E+09,4304.4,0.4,55.1,4.9,0.5,376,10.9,2.1,0.1,0.1
1.38E+09,4307.2,0.5,51,4.9,0.5,376.9,10.8,2.1,0.1,0.1
1.38E+09,4296.7,0.4,25.9,4.9,0.5,375.8,11.1,2.1,0.1,0.1
1.38E+09,4267.2,0.5,18.2,5,0.4,376.8,11,2.1,0.1,0.1
1.38E+09,4267.5,0.4,18.3,5,0.5,376.8,11,2.1,0.1,0.1
1.38E+09,4269.7,0.4,18.2,4.9,0.6,377,11,2.1,0.1,0.1
1.38E+09,4261.7,0.5,13.4,4.9,0.5,378.4,10.8,2,0.1,0.1
1.38E+09,4260.1,0.6,13.3,5,0.5,377.6,10.9,2.1,0.2,0.1
1.38E+09,4255.4,0.5,13.2,5,0.5,377.6,10.8,1.9,0.1,0.1
1.38E+09,4260.9,0.5,13.3,4.9,0.6,377.2,10.8,2.1,0.1,0.1
1.38E+09,4347.8,0.6,98.9,4.8,0.6,376.6,10.7,2.1,0.2,0.1
1.38E+09,4300.6,0.5,57.1,5,0.4,376.3,10.8,2.1,0.1,0.1
1.38E+09,4300.3,0.5,55.8,5.1,0.3,375.6,10.9,1.8,0.1,0.1
1.38E+09,4257.4,0.5,14,4.8,0.5,376.7,10.9,2.1,0.1,0.1
1.38E+09,4246.5,0.3,13.2,5,0.5,377.1,8.3,2,0.1,0.1
1.38E+09,4247.3,0.4,13.2,5,0.5,377,7.5,1.9,0.1,0.1
1.38E+09,4255.5,0.4,18,5,0.4,376.9,7.6,2.1,0.1,0.1
1.38E+09,4257.5,0.4,18,4.9,0.4,377.4,7.5,2,0.1,0.1
1.38E+09,4255.9,0.5,18.4,4.9,0.4,376.7,7.4,2.2,0.1,0.1
1.38E+09,4259.1,0.4,18.2,5,0.3,377.4,7.4,2,0.1,0.1
1.38E+09,4257.6,0.6,18.3,5,0.4,377,7.4,2.1,0.1,0.1
1.38E+09,4385.5,0.6,142.8,4.9,0.4,376.3,7.6,1.9,0.1,0.1
1.38E+09,4300,0.6,52.6,5.1,0.4,376.3,7.4,2,0.1,0.1
1.38E+09,4319.7,0.4,68.7,5,0.6,375.8,7.4,2.1,0.1,0.1
1.38E+09,4261.4,0.6,18.3,5,0.4,376.8,7.4,2,0.1,0.1
1.38E+09,4265.9,0.6,18.4,4.9,0.5,376.4,7.5,2.1,0.1,0.1
1.38E+09,4256,0.5,13.5,4.9,0.5,377.1,7.6,2,0.2,0.1
1.38E+09,4251.8,0.5,13.4,5.1,0.6,378,7.5,2.1,0.1,0.1
1.38E+09,4250.1,0.5,13.4,4.7,0.4,378.3,7.4,1.9,0.2,0.1
1.38E+09,4259.9,0.4,13.4,5,0.5,377.3,7.5,2.1,0.1,0.1
1.38E+09,4245.9,0.6,13.3,5,0.4,377.4,7.3,2.1,0.2,0.1
1.38E+09,4251.9,0.6,14.8,4.9,0.5,376.7,7.4,1.9,0.1,0.1
1.38E+09,4410.9,0.4,176.9,5,0.4,376.1,7.8,2,0.2,0.1
1.38E+09,4317.4,0.6,82.9,5.1,0.4,375,7.7,2.2,0.1,0.1
1.38E+09,4286,0.4,52.9,4.9,0.4,376.2,7.5,2.2,0.2,0.1
1.38E+09,4246.6,0.5,13.4,4.9,0.5,376.5,7.4,2,0.1,0.1
1.38E+09,4260.2,0.4,18.1,5,0.7,376.7,7.4,2.1,0.1,0.1
1.38E+09,4258.3,0.3,18.3,4.9,0.4,376.5,7.6,2.2,0.1,0.1
1.38E+09,4266.3,0.5,18.3,5,0.5,377,7.5,2,0.1,0.1
1.38E+09,4263.6,0.6,18.3,4.9,0.7,377.6,7.4,2.1,0.1,0.1
1.38E+09,4258.8,0.5,18,4.9,0.5,377.2,7.4,2,0.1,0.1
1.38E+09,4262.1,0.4,18.2,4.9,0.5,377.3,7.4,2,0.2,0.1
1.38E+09,4282.8,0.4,34.6,4.9,0.3,376.9,7.5,2,0.1,0.1
1.38E+09,4445,0.4,197.8,5,0.5,375.2,7.6,2.1,0.1,0.1
1.38E+09,4380.4,0.4,133.4,5,0.5,375.6,7.6,2,0.2,0.1
1.38E+09,4306.8,0.5,63.4,4.9,0.5,376.9,7.4,2.1,0.1,0.1
1.38E+09,4248.2,0.4,13.5,4.9,0.4,376.8,7.5,2.1,0.1,0.1
1.38E+09,4246.3,0.5,13.2,5.1,0.5,377.9,7.4,2.1,0.1,0.1
1.38E+09,4251.2,0.5,13.3,4.9,0.5,377.8,7.6,2.1,0.2,0.1
1.38E+09,4250.3,0.6,13.4,4.9,0.4,378,7.5,2.1,0.1,0.1
1.38E+09,4249.8,0.5,13.3,5,0.4,378,7.5,2.1,0.2,0.1
1.38E+09,4250.6,0.5,13.3,5,0.4,377.3,7.4,2,0.1,0.1
1.38E+09,4251.6,0.5,13.3,4.9,0.6,376.3,7.4,2.1,0.1,0.1
1.38E+09,4299.7,0.4,65.3,5,0.5,376.3,7.5,2.2,0.1,0.1
1.38E+09,4461.4,0.4,225.1,5,0.5,375.9,7.6,2.1,0.1,0.1
1.38E+09,4388,0.4,150.9,4.9,0.5,375.8,7.4,2.1,0.1,0.1
1.38E+09,4199.1,0.6,14.1,4.9,0.5,376.4,7.5,2.1,0.1,0.1
1.38E+09,4145.7,0.6,8.5,4.9,0.5,376.3,7.5,2.1,0.1,0.1
1.38E+09,4143,0.7,8.7,5.1,0.5,377.4,7.3,2.2,0.1,0.1
1.38E+09,4149,0.6,8.6,5,0.5,377.5,7.7,2,0.1,0.1
1.38E+09,4147.8,0.7,8.6,5,0.4,376.5,7.5,2.1,0.1,0.1
1.38E+09,4155.7,0.6,8.5,5,0.5,377.2,7.6,2.2,0.1,0.1
1.38E+09,4156.2,0.6,8.5,4.9,0.4,376.7,7.7,2.1,0.1,0.1
1.38E+09,4151.6,0.7,8.6,5,0.5,376.8,7.5,2.1,0.1,0.1
1.38E+09,4033.9,0.9,11.5,5.2,0.6,377.8,7.6,2.1,0.1,0.1
1.38E+09,3641.4,1.7,219.6,5.6,0.9,377,7.9,2.4,0.1,0.1
1.38E+09,3608.9,1.8,196.5,5.5,0.9,378.5,7.7,2.3,0.1,0.1
1.38E+09,3563,1.7,152.9,5.4,0.9,378.2,7.7,2.3,0.1,0.1
1.38E+09,3564.5,1.7,154.5,5.5,1,377.6,7.7,2.3,0.1,0.1
1.38E+09,3571.1,1.7,151.5,5.4,0.8,377.7,7.7,2.4,0.1,0.1
1.38E+09,3563,1.8,139.6,5.6,0.9,377.3,7.8,2.4,0.1,0.1
1.38E+09,3542.2,1.7,125.8,5.6,1,377.8,7.6,2.4,0.1,0.1
1.38E+09,3573.7,1.7,155.8,5.4,1,378.1,7.6,2.3,0.1,0.1
1.38E+09,3538.2,1.8,126.8,5.3,0.9,378.2,7.5,2.2,0.1,0.1
1.38E+09,3587.2,1.6,174.8,5.3,0.9,378.7,7.7,2.3,0.2,0.1
1.38E+09,3528.2,1.8,111.5,5.4,0.8,378.3,7.8,2.3,0.1,0.1
1.38E+09,3569.5,1.9,159.9,5.2,0.9,377.8,7.6,2.3,0.1,0.1
1.38E+09,3560.1,1.7,150.2,5.3,0.8,376.7,7.7,2.5,0.1,0.1
1.38E+09,3528.4,1.7,118.6,5.5,1.1,377.1,7.7,2.2,0.2,0.1
1.38E+09,3572.3,1.6,161.9,5.5,1,377.9,7.8,2.4,0.1,0.1
1.38E+09,3546.8,1.8,137.1,5.4,1,376.9,7.6,2.4,0.1,0.1
1.38E+09,3547,1.7,141.3,5.5,0.9,377.2,7.9,2.4,0.1,0.1
1.38E+09,3511.5,1.8,102.8,5.3,0.9,378.3,7.7,2.2,0.2,0.1
1.38E+09,3417.2,1.8,9.4,5.5,1,378.2,7.6,2.4,0.1,0.1
1.38E+09,3419.7,1.7,9.1,5.4,0.8,377.5,7.7,2.1,0.1,0.1
1.38E+09,3427,1.7,9.3,5.3,0.9,377.8,7.6,2.3,0.1,0.1
1.38E+09,3425.5,1.8,9.5,5.4,0.9,378,7.6,2.6,0.1,0.1
1.38E+09,3419.7,1.8,9.2,5.5,0.8,378.6,7.8,2.2,0.1,0.1
1.38E+09,3422.6,1.7,9.1,5.5,0.8,379.1,7.8,2.1,0.1,0.1
1.38E+09,3419.3,1.9,9.3,5.4,1,378.6,7.5,2.3,0.2,0.1
1.38E+09,3446.1,1.8,31.5,5.4,0.8,378.6,7.5,2.2,0.1,0.1
1.38E+09,3645.2,1.7,238.1,5.5,1,377.7,7.7,2.3,0.1,0.1
1.38E+09,3557.4,1.7,151.9,5.4,0.9,377.4,8.1,2.4,0.1,0.1
1.38E+09,3549.5,1.6,145.3,5.5,0.9,377.5,7.9,2.4,0.1,0.1
1.38E+09,3551.6,1.8,142.2,5.5,0.8,377.3,7.8,2.4,0.1,0.1
1.38E+09,3523.7,1.8,118.2,5.3,0.9,376.5,7.7,2.3,0.1,0.1
1.38E+09,3554.6,1.7,146.5,5.4,0.9,377.5,7.7,2.4,0.1,0.1
1.38E+09,3533.4,1.8,128.2,5.3,1,377,7.9,2.3,0.1,0.1
1.38E+09,3543,1.9,134.6,5.5,1,377.2,7.7,2.4,0.1,0.1
1.38E+09,3549.5,1.8,134.1,5.4,0.9,377.4,7.7,2.3,0.1,0.1
1.38E+09,3537.2,1.8,128.9,5.4,0.8,376.4,7.5,2.3,0.1,0.1
1.38E+09,3562.9,1.8,147.3,5.5,0.9,377.1,7.7,2.3,0.1,0.1
1.38E+09,3543.6,1.7,134,5.4,1,377.2,7.6,2.4,0.1,0.1
1.38E+09,3526.7,1.7,110.3,5.4,0.9,377.4,7.8,2.4,0.2,0.1
1.38E+09,3559.4,1.7,146.6,5.4,0.9,377.4,7.7,2.4,0.1,0.1
1.38E+09,3529.1,1.8,121.4,5.5,0.9,377.4,7.7,2.4,0.1,0.1
1.38E+09,3553.8,1.8,128.5,5.4,0.9,377.9,7.7,2.3,0.1,0.1
1.38E+09,3526.5,1.8,113.4,5.4,0.9,377.7,7.6,2.4,0.1,0.1
1.38E+09,3468.5,1.8,57.1,5.4,0.9,378.2,7.8,2.4,0.1,0.1
1.38E+09,3420.2,1.9,9.2,5.4,0.9,377.7,7.7,2.3,0.1,0.1
1.38E+09,3424.7,1.8,9.3,5.4,1,378.8,7.6,2.3,0.1,0.1
1.38E+09,3423.7,1.8,9.2,5.4,0.9,378.4,7.6,2.4,0.2,0.1
1.38E+09,3420.4,1.8,9.3,5.4,0.8,378.3,7.6,2.4,0.1,0.1
1.38E+09,3420.5,1.9,9.2,5.3,0.9,378.9,7.7,2.3,0.2,0.1
1.38E+09,3423.6,1.8,9.3,5.4,1,379.3,7.7,2.4,0.2,0.1
1.38E+09,3423.7,1.8,9.3,5.4,0.9,379,7.7,2.3,0.1,0.1
1.38E+09,3484.6,1.9,75,5.4,0.9,378.1,7.6,2.4,0.1,0.1
1.38E+09,3599.4,1.8,192.9,5.5,1,377.5,7.6,2.4,0.1,0.1
1.38E+09,3552.6,1.7,141.9,5.5,1,377.7,7.7,2.4,0.1,0.1
1.38E+09,3539.5,1.8,124.6,5.4,0.9,377.7,7.8,2.3,0.1,0.1
1.38E+09,3570.1,1.8,162.3,5.4,1.1,377.7,7.7,2.4,0.1,0.1
1.38E+09,3544.4,1.6,138.7,5.5,0.9,377.3,7.8,2.4,0.1,0.1
1.38E+09,3522.3,1.6,108,5.4,0.8,377.3,8.1,2.4,0.1,0.1
1.38E+09,3567.3,1.8,157.5,5.4,0.9,377.3,7.9,2.4,0.1,0.1
1.38E+09,3573,1.8,164.7,5.5,0.9,377.2,7.8,2.3,0.2,0.1
1.38E+09,3536.4,1.8,123.8,5.4,1,376.6,7.6,2.6,0.1,0.1
1.38E+09,3553.8,1.8,146.5,5.5,1,377.7,7.7,2.2,0.1,0.1
1.38E+09,3549.1,1.8,123.8,5.5,0.8,377.2,7.8,2.4,0.2,0.1
1.38E+09,13602,3.5,164.5,7.2,4.9,373.2,8.1,3.8,0.1,0.1
1.38E+09,3561.9,1.7,144,5.5,0.8,377.9,7.7,2.3,0.1,0.1
1.38E+09,3551.1,1.7,137.6,5.5,0.9,377.9,7.9,2.2,0.1,0.1
1.38E+09,3545.1,1.7,129.9,5.5,1,377,7.7,2.3,0.2,0.1
1.38E+09,3533.4,1.7,117.6,5.4,0.9,377.2,7.6,2.2,0.1,0.1
1.38E+09,3560.5,1.8,145.3,5.6,0.9,377.8,7.6,2.2,0.1,0.1
1.38E+09,3450.9,1.9,34.1,5.6,0.8,378.1,7.6,2.4,0.1,0.1
1.38E+09,3420.7,1.8,9.3,5.5,0.8,378.4,7.8,2.4,0.1,0.1
1.38E+09,3424,1.8,9.2,5.4,0.8,378.9,7.6,2.2,0.2,0.1
1.38E+09,3422.3,1.8,9.4,5.4,0.9,380.1,7.6,2.3,0.1,0.1
1.38E+09,3420.5,1.7,9.3,5.4,0.9,379.4,7.7,2.2,0.2,0.1
1.38E+09,3418.6,1.8,9.3,5.3,0.8,378.9,7.7,2.3,0.1,0.1
1.38E+09,3885.8,1.4,9.2,5.6,1,372.5,7.8,2.5,0.1,0.1
1.38E+09,4383.3,1.2,8.8,5.8,1.3,365.6,7.9,2.5,0.2,0.1
1.38E+09,4510.7,1.1,129.3,5.8,1.3,363.9,7.8,2.5,0.1,0.1
1.38E+09,4580.8,1.1,195.2,5.7,1.4,365.5,8,2.7,0.2,0.1
