time	Total Usage	Microwave	Washing Machine
1381372020	4134.5	1.9	353.2
1381372021	4144.4	2	358.9
1381372022	4141.1	2	359.4
1381372023	4136.7	1.8	357.2
1381372024	4147	1.9	366.2
1381372025	4144.6	1.9	364.8
1381372026	4150.3	1.9	367.5
1381372027	4143.6	1.9	368.7
1381372028	4157.8	1.9	379.5
1381372029	4154.7	2	375.5
1381372030	4157.4	1.8	375.8
1381372031	4155.4	1.9	375.7
1381372032	4147.6	2	367.8
1381372033	4153.9	1.8	373.4
1381372034	4149.1	1.9	368
1381372035	4153.1	1.9	373.3
1381372036	4150.7	2	369
1381372037	4151.9	1.9	368.9
1381372038	4144.2	2	368.9
1381372039	4164.2	1.8	366.1
1381372040	4148.9	1.9	357.4
1381372041	4129.8	2	349.4
1381372042	4136.1	1.9	353.1
1381372043	4136.3	1.9	350.6
1381372044	4136.4	1.9	360.5
1381372045	4142.2	1.9	367.5
1381372046	4143.3	1.9	365.7
1381372047	4144.9	1.8	366.6
1381372048	4143.8	1.9	364.5
1381372049	4145.9	1.9	369.5
1381372050	4149.8	1.9	367.3
1381372051	4108.8	1.9	328.1
1381372052	4120.3	1.9	328.7
1381372053	4118.5	1.8	327.6
1381372054	4124.6	1.9	331.3
1381372055	4110.2	1.9	327.7
1381372056	4111.7	1.8	324.3
1381372057	4106.5	1.9	322
1381372058	4109.3	1.9	325.8
1381372059	4108.7	1.9	321.2
1381372060	4115.7	1.8	321.3
1381372061	4108	1.8	321.7
1381372062	14159	3.3	317.9
1381372063	4333.5	1.6	320.1
1381372064	4102.5	1.9	321.4
1381372065	4107.6	1.8	321.8
1381372066	4152.7	1.9	376
1381372067	4143.3	1.9	360.8
1381372068	4143	1.8	359.9
1381372069	4137.9	2	361
1381372070	4143.6	1.8	362.3
1381372071	4139.3	1.9	358.9
1381372072	4139.5	1.9	358.7
1381372073	4144.1	2	361.4
1381372074	4141.9	1.9	361.2
1381372075	4138.8	1.9	359.5
1381372076	4138.2	1.9	357.8
1381372077	4134.7	2	357.3
1381372078	4135.6	1.9	357.3
1381372079	4140	1.9	359.3
1381372080	4140.7	1.8	358.8
1381372081	4115.9	1.9	319.3
1381372082	4103.7	1.8	320.7
1381372083	4103.3	1.9	318.9
1381372084	4096.9	1.9	319.7
1381372085	4102.5	1.8	318.2
1381372086	4106	1.8	321
1381372087	4099.4	1.8	319.7
1381372088	4104.6	1.9	319.8
1381372089	4099.6	1.8	317.6
1381372090	4098.3	1.9	317
1381372091	4103.4	1.8	324.9
1381372092	4103.9	1.8	322.5
1381372093	4104	1.9	322
1381372094	4109.7	1.9	326.2
1381372095	4109.1	1.7	325.1
1381372096	4161	2	380.9
1381372097	4144.7	1.9	363.1
1381372098	4142.5	1.9	362
1381372099	4145	1.9	359.8
1381372100	4147.3	1.9	360.6
1381372101	4150.9	1.9	362.8
1381372102	4153.8	1.8	359.5
1381372103	4143.5	1.9	360.4
1381372104	4136.5	2	357.4
1381372105	4142.9	1.9	361.2
1381372106	4145.8	2	361.5
1381372107	4144	2	358.5
1381372108	4145.4	2	365.5
1381372109	4145.9	2	357.8
1381372110	4142.6	1.9	357
1381372111	4111.3	2	318.1
1381372112	4110	2	323.1
1381372113	4108.1	1.9	321.7
1381372114	4100.7	1.9	322.3
1381372115	4100.9	1.9	319.6
1381372116	4108.8	1.8	321.7
1381372117	4093.1	1.8	318.8
1381372118	4099.6	1.9	320.5
1381372119	4094.7	1.8	318.7
1381372120	4097.2	1.7	319.5
1381372121	4099.1	1.7	319.5
1381372122	4104.4	1.9	317.3
1381372123	4111.2	1.8	320.3
1381372124	4098.9	1.8	320.6
1381372125	4104.8	2	324.3
1381372126	4142.9	1.8	365.6
1381372127	4133.5	2	353.8
1381372128	4121.4	1.9	351.2
1381372129	4137.5	1.8	358.8
1381372130	4136.1	1.9	354.9
1381372131	4135.5	1.9	349.3
1381372132	4137.1	1.7	363.3
1381372133	4141.1	2	357.1
1381372134	4141.2	1.8	358.2
1381372135	4133.7	1.8	354.3
1381372136	4133.6	1.9	353.8
1381372137	4134.3	2.1	357.3
1381372138	4134.3	1.9	356.9
1381372139	4135.1	1.7	353.6
1381372140	4135.2	2	352.6
1381372141	4095.7	1.9	316.2
1381372142	4096.8	1.9	317.1
1381372143	4108.5	1.8	316.2
1381372144	4105	1.8	316.9
1381372145	4104.4	1.8	320.8
1381372146	4103.1	2	314.9
1381372147	4115.5	1.9	322.9
1381372148	4095.8	1.8	315.7
1381372149	4098.7	1.9	318.2
1381372150	4093.8	1.8	320.1
1381372151	4099.8	1.8	317.6
1381372152	4093.1	1.9	317.5
1381372153	4096.4	1.9	317.4
1381372154	4094.4	1.9	317.7
1381372155	4091.6	1.9	317.2
1381372156	4143.1	1.8	365.1
1381372157	4133.5	1.9	359.8
1381372158	4131.8	2	356.5
1381372159	4132.3	1.9	361.3
1381372160	4131.4	1.8	355.2
1381372161	4131.8	1.9	357.4
1381372162	4139.7	1.9	357.5
1381372163	4132.3	1.7	355.5
1381372164	4138.3	1.8	354.5
1381372165	4142.3	1.8	355
1381372166	4141.8	1.9	356.7
1381372167	4136.2	2	356.8
1381372168	4132.9	1.8	356.6
1381372169	4133.2	1.9	355.5
1381372170	4131.7	1.9	354.4
1381372171	4099.4	1.9	316.3
1381372172	4099.4	1.8	317.5
1381372173	4102.7	1.8	315.3
1381372174	4098.9	1.7	316.9
1381372175	4099.2	1.7	315.7
1381372176	4097.3	1.8	317
1381372177	4101.8	1.9	319.6
1381372178	4099.6	1.9	317.3
1381372179	4098.4	1.8	317.6
1381372180	4099.4	1.9	317.2
1381372181	4097.9	1.8	316.2
1381372182	4099	1.8	315.2
1381372183	4095.4	1.8	316.1
1381372184	4098.8	1.9	317.6
1381372185	4113.2	1.7	323.2
1381372186	4150	2	363.1
1381372187	4139.5	1.9	360.2
1381372188	4131.2	2	358.4
1381372189	4135	1.8	357.4
1381372190	4128.7	1.9	356.2
1381372191	4129.1	1.9	354
1381372192	4128	1.9	353.2
1381372193	4138.9	2.1	358
1381372194	4130.4	1.9	353.5
1381372195	4142.1	1.9	356.6
1381372196	4137.8	1.9	355.3
1381372197	6329.3	0.8	351.8
1381372198	11784.4	2.1	353.9
1381372199	4137.7	2	354.8
1381372200	4132.6	2	352.9
1381372201	4091	1.8	315.3
1381372202	4095.2	2	315.5
1381372203	4094.7	1.8	315.4
1381372204	4098	1.8	316.8
1381372205	4098.8	1.8	318.1
1381372206	4103.9	1.9	314.6
1381372207	4099.3	2	318.3
1381372208	4095.8	1.8	314.3
1381372209	4094.5	2	317.2
1381372210	4097.9	1.8	317.4
1381372211	4101.9	1.9	318.9
1381372212	4106.2	1.9	318.2
1381372213	4016.7	2.2	318.7
1381372214	3940.1	2.1	316.3
1381372215	3964.1	2.1	314.6
1381372216	4012.7	2.2	375.6
1381372217	3978.8	2.2	361.1
1381372218	3970.9	2	357.6
1381372219	3973.3	1.9	357.4
1381372220	3963.4	2	350.1
1381372221	3977.6	2	356.5
1381372222	3977.9	2	355.2
1381372223	3973.4	2	355.8
1381372224	3970.7	2.1	352.7
1381372225	3967.3	2	354.8
1381372226	3970.5	2	353.7
1381372227	3978.1	2	355.7
1381372228	3972.3	2.1	355.8
1381372229	3970.2	2	351.7
1381372230	3964	2.1	352.4
1381372231	3935	2.1	322.1
1381372232	3932.6	2	316.3
1381372233	3938.4	2.1	319
1381372234	3928.2	2.2	315.3
1381372235	3937.7	2	322.5
1381372236	3924.2	1.9	312.8
1381372237	3933.9	2.1	319.7
1381372238	3929.8	2.1	317.5
1381372239	3931.5	2	318.7
1381372240	3938.1	2	320.6
1381372241	3932.5	2	316.4
1381372242	3930.8	2	316.9
1381372243	3933	2	317.9
1381372244	3932.8	2.1	316.7
1381372245	3932.8	2	319
1381372246	3989.5	2.1	369.5
1381372247	3972	2	358.2
1381372248	3990.7	2.1	361
1381372249	3972.7	2	361.5
1381372250	3976.5	2	364
1381372251	3977.6	2.1	369.1
1381372252	3980.3	2.1	368.9
1381372253	3987.2	2.2	373.5
1381372254	3992.7	2	379
1381372255	3992.6	2.1	380
1381372256	3993.6	2	388
1381372257	3994	2	385.6
1381372258	3994	2.2	386.4
1381372259	4008	2.1	397.2
1381372260	3995.1	2.2	387.6
1381372261	3972.3	2.1	360.2
1381372262	3975.7	2.1	364.3
1381372263	3984.2	2	368
1381372264	3976	2	365.8
1381372265	3992.5	1.9	380.2
1381372266	3993.9	2	381.1
1381372267	3994.6	2.1	383.4
1381372268	4002.4	2	384.4
1381372269	4014.1	1.9	384.8
1381372270	4001.7	2.1	388.5
1381372271	3998.6	2.1	388.2
1381372272	4008.3	2	392.4
1381372273	4000.9	1.9	385
1381372274	4004	2.1	389.7
1381372275	4011.3	2	395.8
1381372276	4060.4	2.1	450.3
1381372277	4053.1	2	440.9
1381372278	4055.7	2.1	443.6
1381372279	4059.8	2	446.7
1381372280	4061.9	2	449.1
1381372281	4060.2	2	450.9
1381372282	4065.5	1.9	451.7
1381372283	4055.4	1.8	452.2
1381372284	4047.1	1.9	448
1381372285	4042.9	1.9	449
1381372286	4049.5	2	449
1381372287	4046.5	2	447.5
1381372288	4046.7	2.1	446.7
1381372289	4047.1	2	447
1381372290	4058.9	2	444.5
1381372291	4014.8	2	409.4
1381372292	4021.5	1.9	412.1
1381372293	4022.4	1.9	410.6
1381372294	4013.5	2	408.8
1381372295	4009.7	2.1	410.9
1381372296	4011.1	2	414
1381372297	4004.8	1.9	408.9
1381372298	4010.7	1.9	410.8
1381372299	3999.7	2	409.2
1381372300	4007.6	2	404.5
1381372301	3997.3	1.9	403.9
1381372302	4002.7	2.1	404.7
1381372303	4009.1	2.1	411.7
1381372304	4001.9	1.9	404.4
1381372305	4010.3	2	414.6
1381372306	4046.4	2.1	453.8
1381372307	4050.8	2	453.9
1381372308	4044.6	2	447.8
1381372309	4043.3	2	443.3
1381372310	4043.6	2.1	444.4
1381372311	4060.2	2	445.7
1381372312	4043	2	444.5
1381372313	4042.4	2.1	442.9
1381372314	4040.8	2	444.2
1381372315	4041.8	2.1	445.1
1381372316	4043.5	2.2	446
1381372317	4033.8	2	442.4
1381372318	4041.4	2	443.7
1381372319	4036.1	2	442.4
1381372320	4040.7	2.2	443.8
1381372321	3998.7	1.9	404.6
1381372322	4001.1	2	404.2
1381372323	4009.7	1.9	405.3
1381372324	4002.5	2	404.1
1381372325	4006.4	2	406.8
1381372326	8871.2	0.6	399.2
1381372327	9108.4	0.7	406.7
1381372328	4002.4	1.9	405
1381372329	4003.4	1.9	405.2
1381372330	3997	2.1	404.6
1381372331	4001	2	402.1
1381372332	4011.7	1.9	407.8
1381372333	4002.9	2	404
1381372334	3999.6	1.9	405.3
1381372335	4009.8	2.1	413
1381372336	4049.3	2	460.5
1381372337	4039.8	2	446
1381372338	4043.1	2.1	447.7
1381372339	4035.5	2	446.1
1381372340	4044.2	1.9	449.3
1381372341	4033.1	2	442.4
1381372342	4044.6	2	446.7
1381372343	4048	2	447.4
1381372344	4045.5	2	447.5
1381372345	4037.1	2	440.9
1381372346	4038.4	2	446.6
1381372347	4034.2	2	443.5
1381372348	4038.6	2	445.2
1381372349	4028	2.1	439.3
1381372350	4035.3	2.1	442.8
1381372351	4002.4	2	409.8
1381372352	4005.9	2.1	407.3
1381372353	4015.5	2.1	407.3
1381372354	3996.4	2	406.1
1381372355	4008.5	1.9	408.1
1381372356	3999.2	2	405.8
1381372357	3998.4	2	406.1
1381372358	4002.4	2	405.5
1381372359	4000.9	1.9	406.9
1381372360	3999.3	2	404.7
1381372361	3999.4	2	404.3
1381372362	4005.7	2	407.5
1381372363	4012.8	2	407.3
1381372364	4010.5	2	406.2
1381372365	4005.2	2	410.1
1381372366	4055.7	2	458.8
1381372367	4032.3	2.1	444.6
1381372368	4044.1	2	449.4
1381372369	4032.6	2	443.5
1381372370	4036.3	2.1	445.2
1381372371	4034.7	2.1	445.5
1381372372	4039.9	2	446.1
1381372373	4049.5	2	445.9
1381372374	4041.3	1.9	446.8
1381372375	4040.6	2	450.6
1381372376	4039.2	2	450
1381372377	4041.1	2.1	450.7
1381372378	4041.3	2	450.8
1381372379	4046.7	2	450.1
1381372380	4039.8	2	448.6
1381372381	4005.5	1.9	410.2
1381372382	4006.8	2	410.1
1381372383	4015.6	2	405.6
1381372384	4003.9	1.9	409
1381372385	4006.6	1.9	410.1
1381372386	4005.5	2	407.7
1381372387	3998.2	2	404.4
1381372388	4004.3	1.9	408.3
1381372389	3998.7	2	407.5
1381372390	4001.8	2	404.3
1381372391	4004.9	1.9	405.3
1381372392	4006.2	1.8	408.3
1381372393	4003.2	2	407.6
1381372394	4017.4	1.9	406
1381372395	4002.9	2	396.7
1381372396	3665.1	2.2	58.1
1381372397	3656.9	2.2	50.8
1381372398	3648.3	2.3	50.9
1381372399	3658.1	2.1	50.6
1381372400	3654.4	2.1	50.8
1381372401	3648.3	2.1	50.3
1381372402	3649	2.1	49.6
1381372403	3644.3	2.3	49
1381372404	3633.1	2.3	30.7
1381372405	3609.9	2.2	9.4
1381372406	3613.3	2.1	9.3
1381372407	3609.6	2.2	9.3
1381372408	3608.3	2.1	9.4
1381372409	3614.2	2.2	9.3
1381372410	3612.6	2.1	9.4
1381372411	3620.1	2.1	9.3
1381372412	3608.7	2.2	9.5
1381372413	3618.9	2.1	9.3
1381372414	3615.2	2.2	9.3
1381372415	3623.2	2.2	9.4
1381372416	3614.3	2.2	9.2
1381372417	3604.6	2.2	9.2
1381372418	3607.9	2.1	9.3
1381372419	3610.3	2.1	9.4
1381372420	3613	2.2	9.3
1381372421	3612.5	2.3	9.2
1381372422	3612.3	2.2	9.1
1381372423	3617.8	2.1	9.2
1381372424	3626.3	2.1	9.3
1381372425	3619.4	2.2	9.3
1381372426	3614.1	2.1	9.2
1381372427	3613.5	2.2	9.3
1381372428	3609.5	2.1	9.3
1381372429	3650	2.2	48.3
1381372430	3623.4	2.2	20.4
1381372431	3630.1	2.2	27.8
1381372432	3635.4	2.1	29.2
1381372433	3635.6	2.1	29.5
1381372434	3630.6	2.2	27.2
1381372435	3628.9	2.2	28.8
1381372436	3641.7	2.1	27.9
1381372437	3622.6	2.2	10.3
1381372438	3615.2	2.2	9.3
1381372439	3618.1	2.1	9.3
1381372440	3609.9	2.1	9.3
1381372441	3606.9	2.1	9.4
1381372442	3613.3	2.1	9.1
1381372443	3613	2.2	9.2
1381372444	3614.4	2.1	9.3
1381372445	3647.7	2.1	49.8
1381372446	3629.2	2.2	26.2
1381372447	3637.4	2.1	26.4
1381372448	3630.1	2.1	28.7
1381372449	3629.5	2.2	27.8
1381372450	3630.2	2.1	28.1
1381372451	3634.6	2.1	27.3
1381372452	9445.9	0.9	22.8
1381372453	7870.6	0.1	8.4
1381372454	3612	2.2	9.2
1381372455	3609.5	2.3	9.2
1381372456	3609.1	2.2	9.3
1381372457	3620.5	2.1	9.3
1381372458	3610.9	2.2	9.3
1381372459	3612.9	2.1	9.4
1381372460	3619	2.2	11.5
1381372461	3655.5	2.2	52.7
1381372462	3634.4	2.2	29
1381372463	3633	2.3	27.6
1381372464	3632.6	2.3	28.9
1381372465	3625.6	2.2	27.5
1381372466	3633.3	2.1	29.2
1381372467	3631	2.2	27.8
1381372468	3630.6	2.2	20.7
1381372469	3608.5	2.2	9.3
1381372470	3614.3	2.2	9.4
1381372471	3605.5	2.2	9.2
1381372472	3609.3	2.1	9.3
1381372473	3608	2.2	9.3
1381372474	3613.3	2.2	9.2
1381372475	3604	2.2	9.2
1381372476	3622.9	2.1	24.2
1381372477	3646.7	2.2	40.8
1381372478	3641.3	2.1	29.6
1381372479	3623.1	2.2	27.3
1381372480	3620.5	2.1	25.7
1381372481	3606.9	2.1	8.9
1381372482	3608.1	2.2	9.1
1381372483	3605.4	2.2	9.1
1381372484	3608.8	2.1	9.1
1381372485	3616	2.2	18.2
1381372486	3608	2.2	9.9
1381372487	3610.8	2.2	9.8
1381372488	3605.3	2.2	9.7
1381372489	3606.5	2.1	9.8
1381372490	3609.9	2.1	9.7
1381372491	3609.2	2.1	9.8
1381372492	3612.8	2.1	9.7
1381372493	3616.9	2.3	9.8
1381372494	3618	2.2	9.8
1381372495	3612.4	2.2	9.8
1381372496	3611.3	2.2	8.1
1381372497	3605.7	2.2	7
1381372498	3604.4	2.1	6.5
1381372499	3621.4	2.2	5.9
1381372500	3605.5	2.1	5.9
1381372501	3608.4	2.2	5.9
1381372502	3603.6	2.2	6
1381372503	3606.5	2.2	5.8
1381372504	3602.4	2.1	5.8
1381372505	3628.3	2.1	5.9
1381372506	3623.9	2.2	5.8
1381372507	3608.8	2.2	5.9
1381372508	3602.8	2.2	5.8
1381372509	3604.6	2.1	5.8
1381372510	3603.3	2.2	5.9
1381372511	3486.7	2.3	5.8
1381372512	3456.6	2.1	5.7
1381372513	3450.3	2.1	5.7
1381372514	3460.8	1.9	5.8
1381372515	3456	2.2	5.7
1381372516	3454.6	2.1	5.8
1381372517	3456.5	2.1	5.7
1381372518	3460.2	2.1	5.8
1381372519	3460.1	2	5.8
1381372520	3464.3	2	5.7
1381372521	3455.6	2.1	5.9
1381372522	3455.2	2.1	5.8
1381372523	3455.7	2.1	5.8
1381372524	3461.1	2.2	5.7
1381372525	3457.6	2.2	5.8
1381372526	3461.5	2	5.8
1381372527	3456.3	2.1	5.8
1381372528	3459.1	2	5.8
1381372529	3458.8	2	5.7
1381372530	3460.7	2.1	5.6
1381372531	3453.2	2.1	5.7
1381372532	3455.9	2	5.7
1381372533	3461.9	2.1	5.6
1381372534	3461.3	2	6
1381372535	3457.2	2.2	6
1381372536	3454.3	2.2	5.9
1381372537	3463.8	2	5.8
1381372538	3456.4	2.1	5.7
1381372539	3467.1	2	5.9
1381372540	3469.1	2	5.6
1381372541	3465.8	2.1	5.7
1381372542	3462.9	2.2	5.7
1381372543	3454	2.1	5.7
1381372544	3461.5	1.8	5.7
1381372545	3458.6	2	5.7
1381372546	3466.3	2	5.7
1381372547	3465.6	2.1	5.8
1381372548	3466.8	2.1	5.9
1381372549	3458.9	2.1	5.6
1381372550	3460.2	2.3	5.9
1381372551	3459.6	1.8	5.9
1381372552	3458.2	1.9	5.9
1381372553	3455	2.1	5.7
1381372554	3459.1	2	5.7
1381372555	3459.8	2.1	5.7
1381372556	3456.1	2.1	5.9
1381372557	3453.5	2.1	5.8
1381372558	3451.4	1.8	5.5
1381372559	3453	2.1	5.9
1381372560	3456.7	2.1	5.7
1381372561	3455.7	2.3	5.6
1381372562	3464	2.1	5.8
1381372563	3453.1	2	5.8
1381372564	3457.7	2.2	5.7
1381372565	3449.5	2.2	5.7
1381372566	3452.5	1.9	5.5
1381372567	3457.1	2.1	5.9
1381372568	3456	2.2	5.8
1381372569	3450.9	2.1	5.8
1381372570	3450.9	2.2	5.8
1381372571	3453.7	2	5.6
1381372572	3453.1	2.2	5.8
1381372573	3453.2	1.9	5.9
1381372574	3452.9	2.1	5.9
1381372575	3460.5	2.1	5.7
1381372576	3470.3	1.9	5.9
1381372577	3477.6	2.2	5.6
1381372578	3472.6	2	5.7
1381372579	3485.5	2.1	5.8
1381372580	3482.7	2.1	5.7
1381372581	3481	2	5.8
1381372582	3486.9	2	5.7
1381372583	11893.7	2.4	2.3
1381372584	5045.5	1.2	5.6
1381372585	3477.4	2	5.8
1381372586	3476.6	2	5.8
1381372587	3474.9	2	5.7
1381372588	3484.1	2.1	5.7
1381372589	3485.3	2.1	5.8
1381372590	3485	2.1	5.5
1381372591	3482.4	2	6
1381372592	3485.7	2	5.6
1381372593	3483.1	2.2	5.8
1381372594	3483.3	2.1	5.7
1381372595	3478.5	2	5.7
1381372596	3479.4	2	5.7
1381372597	3486	2	5.7
1381372598	3483.7	1.9	5.7
1381372599	3484.4	2.1	5.7
1381372600	3484.1	2	5.7
1381372601	3492.3	2.1	5.7
1381372602	3492	2.1	5.7
1381372603	3499.9	2	5.8
1381372604	3520.4	2	5.7
1381372605	3559	2	5.8
1381372606	3564.5	2.1	5.8
1381372607	3559.1	2.1	5.8
1381372608	3552	2	5.7
1381372609	3555.9	2.1	5.9
1381372610	3527.4	2	5.8
1381372611	3493.3	2	5.7
1381372612	3501.8	2.1	5.6
1381372613	3498.7	2.1	5.7
1381372614	3505.5	1.9	5.7
1381372615	3499.7	2	5.7
1381372616	3504.2	2	5.6
1381372617	3501.6	2	5.7
1381372618	3508.8	2	5.7
1381372619	3505.9	2	5.7
1381372620	3509.6	2.1	5.7
1381372621	3512.7	2.1	5.7
1381372622	3515.4	2	5.7
1381372623	3513.7	2	5.8
1381372624	3521.8	2	5.6
1381372625	3518.9	2	5.7
1381372626	3512.6	2.1	5.6
1381372627	3514.4	2	5.7
1381372628	3521.5	1.9	5.6
1381372629	3520.2	2	5.7
1381372630	3519.4	1.9	5.6
1381372631	3519.2	1.9	5.7
1381372632	3514.5	2	5.7
1381372633	3518.2	2.1	5.7
1381372634	3519	2	5.7
1381372635	3522.2	2	5.8
1381372636	3519.5	2.1	5.7
1381372637	3521.5	1.9	5.7
1381372638	3519.5	2.1	5.6
1381372639	3519.1	2	5.7
1381372640	3518.8	2	5.7
1381372641	3528.4	2	5.6
1381372642	3525.2	2	5.7
1381372643	3530.6	2	5.6
1381372644	3527.8	2	5.8
1381372645	3534.5	1.9	5.6
1381372646	3528.8	2	5.7
1381372647	3514.6	2	5.7
1381372648	3525.6	2.1	5.7
1381372649	3527.1	2	5.5
1381372650	3521.6	1.9	5.7
1381372651	3521.5	2	5.6
1381372652	3522.2	2	5.6
1381372653	3537.2	1.9	5.7
1381372654	3573.7	1.9	5.6
1381372655	3570.4	1.9	5.7
1381372656	3518.4	2	5.7
1381372657	3524	2.1	5.7
1381372658	3525.2	2	5.7
1381372659	3523.5	2	5.6
1381372660	3521.2	2	5.7
1381372661	3521.5	2	5.6
1381372662	3520.8	1.9	5.7
1381372663	3522.6	1.9	5.7
1381372664	3523.9	2	5.6
1381372665	3528.3	2	5.6
1381372666	3549.3	2	5.7
1381372667	3538.4	2.1	5.6
1381372668	3529.2	2	5.6
1381372669	3530.7	1.9	5.8
1381372670	3534.2	2.1	5.7
1381372671	3523.1	1.8	5.8
1381372672	3526.6	2.2	5.7
1381372673	3531.1	2.1	5.6
1381372674	3531	1.9	5.6
1381372675	3538.6	2	5.6
1381372676	3521.9	1.8	5.7
1381372677	3521.3	2	5.7
1381372678	3519.1	1.8	5.8
1381372679	3518.6	1.9	5.7
1381372680	3510.3	2	5.7
1381372681	3510.6	2	5.7
1381372682	3511.2	2	5.7
1381372683	3514.4	2	5.7
1381372684	3509.9	1.8	5.8
1381372685	3519.1	2	5.8
1381372686	3517	2	5.6
1381372687	3531.6	1.9	5.7
1381372688	3524.4	1.9	5.7
1381372689	3516.6	1.8	5.6
1381372690	3517.7	2	5.6
1381372691	3507	1.9	5.7
1381372692	3516	1.9	5.5
1381372693	3508.1	1.9	5.6
1381372694	3516.9	1.9	5.5
1381372695	3512.3	2	5.7
1381372696	3514.9	2	5.8
1381372697	3509.4	2	5.6
1381372698	3511.7	1.9	5.6
1381372699	3524.3	2	5.6
1381372700	3533.8	2	5.5
1381372701	3541.7	1.8	5.8
1381372702	3533.2	2	5.6
1381372703	3523.9	2.1	5.7
1381372704	3515.8	2	5.7
1381372705	3518.2	2	5.6
1381372706	3527.6	2	5.7
1381372707	3518.8	2	5.7
1381372708	3528.1	2	5.6
1381372709	3525	2	5.7
1381372710	3519.4	1.9	5.7
1381372711	3523.6	2	5.6
1381372712	13394	3.3	1.7
1381372713	3854.7	1.8	6
1381372714	3515.2	2.1	5.7
1381372715	3520.4	1.9	5.7
1381372716	3521.9	2	5.6
1381372717	3513.6	2	5.7
1381372718	3523.7	2	5.7
1381372719	3521.7	2	5.7
1381372720	3531.2	1.9	5.7
1381372721	3532.1	2.1	5.7
1381372722	3523.3	1.9	5.8
1381372723	3526.9	2	5.7
1381372724	3521.6	2	5.7
1381372725	3521.3	1.9	5.6
1381372726	3513.1	2	5.6
1381372727	3517.5	2	5.7
1381372728	3516.3	1.9	5.7
1381372729	3526.1	2	5.6
1381372730	3507.9	1.9	5.7
1381372731	3514.2	2	5.8
1381372732	3512.6	2	5.7
1381372733	3518.4	2	5.6
1381372734	3517.5	2.1	5.6
1381372735	3510	2	5
1381372736	3511.8	2	0.8
1381372737	3513.7	2	0.7
1381372738	3506.1	1.9	0.8
1381372739	3511.9	1.9	0.8
1381372740	3533.9	1.9	0.8
1381372741	3508.4	2	0.7
1381372742	3517.5	2.1	0.8
1381372743	3507.6	2	0.8
1381372744	3509.5	2	0.8
1381372745	3505.5	1.9	0.5
1381372746	3511.9	2	0.7
1381372747	3517.6	1.9	0.8
1381372748	3511.6	1.8	0.9
1381372749	3516	2	0.8
1381372750	3521.1	1.9	0.7
1381372751	3518.2	1.9	0.8
1381372752	3514.9	1.9	0.9
1381372753	3514.1	1.9	0.8
1381372754	3503.9	1.9	0.8
1381372755	3520	1.8	0.7
1381372756	3508.7	2	0.7
1381372757	3518.3	1.9	0.6
1381372758	3508.4	2	0.8
1381372759	3513.6	1.9	0.9
1381372760	3515.5	2	0.7
1381372761	3520.8	1.9	0.8
1381372762	3511.8	2	0.7
1381372763	3507.2	1.9	0.8
1381372764	3510.5	2	0.7
1381372765	3503.5	2	0.7
1381372766	3507.5	1.9	0.8
1381372767	3502	1.9	0.7
1381372768	3502.7	2	0.9
1381372769	3505	2	0.8
1381372770	3510	2.1	0.8
1381372771	3510.3	2	0.9
1381372772	3501.3	2	0.8
1381372773	3508.5	2	0.8
1381372774	3506.4	1.9	0.8
1381372775	3517.1	1.9	0.7
1381372776	3512	1.9	0.9
1381372777	3515.7	2	0.7
1381372778	3507.7	2	0.8
1381372779	3521.3	2	0.7
1381372780	3518.5	2	0.8
1381372781	3521.2	1.9	0.8
1381372782	3519.7	2	0.7
1381372783	3515.7	2	0.8
1381372784	3512.1	2	0.8
1381372785	3513.5	1.9	0.7
1381372786	3512.7	2	0.8
1381372787	3505.5	2	0.7
1381372788	3515.8	1.9	0.8
1381372789	3527.2	2	0.7
1381372790	3526.9	2	0.7
1381372791	3512.4	1.9	0.7
1381372792	3520.7	1.9	0.7
1381372793	3504.2	1.9	0.8
1381372794	3514.6	2	0.8
1381372795	3504.5	2	0.7
1381372796	3510.8	2	0.7
1381372797	3507.2	2.1	0.8
1381372798	3508.3	2	0.8
1381372799	3519.1	2	0.7
1381372800	3513.1	1.9	0.9
1381372801	3518.4	2	0.8
1381372802	3525.6	2	0.8
1381372803	3525.4	1.9	0.7
1381372804	3513	2	0.8
1381372805	3512.2	2	0.8
1381372806	3505.9	2	0.9
1381372807	3505.6	2	0.9
1381372808	3510.6	2	0.8
1381372809	3512.3	1.9	0.9
1381372810	3513.1	2	0.7
1381372811	3512.2	2	0.8
1381372812	3523.1	2.1	0.8
1381372813	3518.1	1.9	0.8
1381372814	3512.3	2.1	0.9
1381372815	3509.4	2	0.7
1381372816	3507	2	0.9
1381372817	3511.9	2	0.9
1381372818	3511.2	2	0.7
1381372819	3517.2	1.9	0.8
1381372820	3515.3	1.9	0.7
1381372821	3514.9	2.1	0.8
1381372822	3523.7	2.1	1
1381372823	3519.3	2	0.8
1381372824	3518.1	1.9	0.9
1381372825	3513.2	2.1	0.8
1381372826	3516.8	2.1	0.9
1381372827	3512.8	1.8	0.6
1381372828	3516.8	2	0.8
1381372829	3520.3	2	0.8
1381372830	3513.6	2	0.7
1381372831	3502.6	2	0.7
1381372832	3509.2	2	0.8
1381372833	3517.9	1.9	0.8
1381372834	3526	2	0.7
1381372835	3515.4	2	0.7
1381372836	3507.6	1.9	0.8
1381372837	3509.7	2.1	0.7
1381372838	3512.7	2	0.8
1381372839	3520.9	2	0.9
1381372840	3519.3	2	0.9
1381372841	3512.8	2	0.8
